period,precinct_norm,selection_type,selection_name,total_incidents,peak_day,peak_day_count,peak_hour,peak_hour_count,peak_shift,peak_shift_count,peak_time_block,peak_time_block_count,period_start,period_end
Recent 28D,11,Crime Type,LARCENY,49,Tuesday,9,18,7,Evening Shift (14:00-21:59),23,18:00-23:59,24,2025-12-05,2026-01-01
Recent 28D,11,Crime Type,OBSTRUCTING JUDICIARY,9,Friday,3,19,3,Evening Shift (14:00-21:59),7,18:00-23:59,4,2025-12-05,2026-01-01
Recent 28D,11,Crime Type,OBSTRUCTING THE POLICE,11,Sunday,3,15,2,Night Shift (22:00-05:59),5,18:00-23:59,5,2025-12-05,2026-01-01
Recent 28D,11,Crime Type,OUIL,4,Saturday,2,0,4,Night Shift (22:00-05:59),4,00:00-05:59,4,2025-12-05,2026-01-01
Recent 28D,11,Crime Type,ROBBERY,5,Sunday,2,14,1,Evening Shift (14:00-21:59),2,00:00-05:59,2,2025-12-05,2026-01-01
Recent 28D,11,Crime Type,RUNAWAY,2,Saturday,1,15,1,Evening Shift (14:00-21:59),2,12:00-17:59,2,2025-12-05,2026-01-01
Recent 28D,11,Crime Type,SEXUAL ASSAULT,3,Thursday,1,17,1,Evening Shift (14:00-21:59),3,12:00-17:59,2,2025-12-05,2026-01-01
Recent 28D,11,Crime Type,STOLEN PROPERTY,7,Sunday,3,3,2,Night Shift (22:00-05:59),4,00:00-05:59,3,2025-12-05,2026-01-01
Recent 28D,11,Crime Type,STOLEN VEHICLE,16,Friday,4,18,3,Evening Shift (14:00-21:59),9,18:00-23:59,9,2025-12-05,2026-01-01
Recent 28D,11,Crime Type,WEAPONS OFFENSES,3,Sunday,2,1,2,Night Shift (22:00-05:59),2,00:00-05:59,2,2025-12-05,2026-01-01
Recent 28D,11,Category Focus,Gun-Related,3,Sunday,2,1,2,Night Shift (22:00-05:59),2,00:00-05:59,2,2025-12-05,2026-01-01
Recent 28D,11,Category Focus,Property Crime,149,Saturday,29,18,14,Evening Shift (14:00-21:59),58,18:00-23:59,55,2025-12-05,2026-01-01
Recent 28D,11,Category Focus,Larceny,49,Tuesday,9,18,7,Evening Shift (14:00-21:59),23,18:00-23:59,24,2025-12-05,2026-01-01
Recent 28D,12,All,All,501,Sunday,81,15,34,Evening Shift (14:00-21:59),198,18:00-23:59,156,2025-12-05,2026-01-01
Recent 28D,12,Crime Type,AGGRAVATED ASSAULT,39,Friday,9,3,4,Night Shift (22:00-05:59),15,00:00-05:59,14,2025-12-05,2026-01-01
Recent 28D,12,Crime Type,ARSON,4,Tuesday,1,3,2,Night Shift (22:00-05:59),3,00:00-05:59,3,2025-12-05,2026-01-01
Recent 28D,12,Crime Type,ASSAULT,131,Monday,26,21,10,Evening Shift (14:00-21:59),51,18:00-23:59,47,2025-12-05,2026-01-01
Recent 28D,12,Crime Type,BURGLARY,39,Sunday,9,15,5,Evening Shift (14:00-21:59),20,12:00-17:59,15,2025-12-05,2026-01-01
Recent 28D,12,Crime Type,DAMAGE TO PROPERTY,68,Sunday,16,20,5,Evening Shift (14:00-21:59),31,18:00-23:59,21,2025-12-05,2026-01-01
Recent 28D,12,Crime Type,DANGEROUS DRUGS,4,Tuesday,2,22,1,Night Shift (22:00-05:59),2,12:00-17:59,2,2025-12-05,2026-01-01
Recent 28D,12,Crime Type,DISORDERLY CONDUCT,1,Monday,1,0,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2025-12-05,2026-01-01
Recent 28D,12,Crime Type,FAMILY OFFENSE,5,Monday,2,21,1,Night Shift (22:00-05:59),3,18:00-23:59,3,2025-12-05,2026-01-01
Recent 28D,12,Crime Type,FRAUD,31,Friday,8,12,5,Evening Shift (14:00-21:59),13,12:00-17:59,18,2025-12-05,2026-01-01
Recent 28D,12,Crime Type,HEALTH AND SAFETY,1,Friday,1,8,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2025-12-05,2026-01-01
Recent 28D,12,Crime Type,HOMICIDE,1,Friday,1,19,1,Evening Shift (14:00-21:59),1,18:00-23:59,1,2025-12-05,2026-01-01
Recent 28D,12,Crime Type,INVASION OF PRIVACY -OTHER,1,Wednesday,1,10,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2025-12-05,2026-01-01
Recent 28D,12,Crime Type,KIDNAPPING,1,Tuesday,1,12,1,Day Shift (06:00-13:59),1,12:00-17:59,1,2025-12-05,2026-01-01
Recent 28D,12,Crime Type,LARCENY,71,Sunday,16,22,9,Evening Shift (14:00-21:59),26,12:00-17:59,25,2025-12-05,2026-01-01
Recent 28D,12,Crime Type,LIQUOR,1,Sunday,1,21,1,Evening Shift (14:00-21:59),1,18:00-23:59,1,2025-12-05,2026-01-01
Recent 28D,12,Crime Type,OBSTRUCTING JUDICIARY,16,Thursday,5,12,3,Day Shift (06:00-13:59),7,12:00-17:59,7,2025-12-05,2026-01-01
Recent 28D,12,Crime Type,OBSTRUCTING THE POLICE,7,Saturday,4,21,3,Evening Shift (14:00-21:59),6,18:00-23:59,5,2025-12-05,2026-01-01
Recent 28D,12,Crime Type,ROBBERY,5,Thursday,2,7,1,Day Shift (06:00-13:59),2,18:00-23:59,3,2025-12-05,2026-01-01
Recent 28D,12,Crime Type,RUNAWAY,8,Monday,3,14,1,Evening Shift (14:00-21:59),4,18:00-23:59,4,2025-12-05,2026-01-01
Recent 28D,12,Crime Type,SEX OFFENSES,1,Friday,1,3,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2025-12-05,2026-01-01
Recent 28D,12,Crime Type,SEXUAL ASSAULT,2,Saturday,1,8,1,Day Shift (06:00-13:59),2,06:00-11:59,2,2025-12-05,2026-01-01
Recent 28D,12,Crime Type,STOLEN PROPERTY,6,Tuesday,2,0,1,Evening Shift (14:00-21:59),3,18:00-23:59,2,2025-12-05,2026-01-01
Recent 28D,12,Crime Type,STOLEN VEHICLE,46,Tuesday,10,5,5,Night Shift (22:00-05:59),22,00:00-05:59,18,2025-12-05,2026-01-01
Recent 28D,12,Crime Type,WEAPONS OFFENSES,12,Thursday,3,22,3,Night Shift (22:00-05:59),8,18:00-23:59,7,2025-12-05,2026-01-01
Recent 28D,12,Category Focus,Gun-Related,12,Thursday,3,22,3,Night Shift (22:00-05:59),8,18:00-23:59,7,2025-12-05,2026-01-01
Recent 28D,12,Category Focus,Property Crime,230,Sunday,46,15,21,Evening Shift (14:00-21:59),97,12:00-17:59,70,2025-12-05,2026-01-01
Recent 28D,12,Category Focus,Larceny,71,Sunday,16,22,9,Evening Shift (14:00-21:59),26,12:00-17:59,25,2025-12-05,2026-01-01
