h3_cell,previous_28d,current_28d,hotspot_status,change_28d,pct_change_28d,hotspot_score,precinct_norm,selection_type,selection_name,previous_hotspot_threshold,current_hotspot_threshold,previous_28d_start,previous_28d_end,current_28d_start,current_28d_end,latitude,longitude,neighborhood,nearest_intersection
882ab2c655fffff,8,5,Declining Hotspot,-3,-37.5,5.0,05,Category Focus,Property Crime,8,6,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4144194973635,-82.9249145917571,Cornerstone Village,Neff Ave & Linville St
882ab2c607fffff,12,4,Declining Hotspot,-8,-66.67,4.0,05,Category Focus,Property Crime,8,6,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4027898337408,-82.94904862188,Morningside,Southampton St & Somerset Ave
882ab2c657fffff,9,4,Declining Hotspot,-5,-55.56,4.0,05,Category Focus,Property Crime,8,6,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4083309050742,-82.9203776544084,Cornerstone Village,E Warren Ave & Lodewyck St
882ab2c45bfffff,8,2,Declining Hotspot,-6,-75.0,2.0,05,Category Focus,Property Crime,8,6,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3670015420734,-82.9527279065765,Jefferson Chalmers,Dickerson St & Freud St
882ab2cc2dfffff,3,10,Emerging Hotspot,7,233.33,20.5,06,Category Focus,Property Crime,7,7,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3503213294463,-83.2406201033814,Warrendale,Braile St & Belton Ave
882ab2cf33fffff,5,9,Emerging Hotspot,4,80.0,15.0,06,Category Focus,Property Crime,7,7,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.37187235244575,-83.2412209572612,Franklin Park,Plymouth Rd & Fielding St
882ab2cc47fffff,6,9,Emerging Hotspot,3,50.0,13.5,06,Category Focus,Property Crime,7,7,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3590625176971,-83.20396735527581,Joy Community,Mansfield St & Kramer St
882ab2cf1bfffff,3,7,Emerging Hotspot,4,133.33,13.0,06,Category Focus,Property Crime,7,7,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3822191424378,-83.207405292497,Schoolcraft Southfield,Mettetal St & Glendale St
882ab2cc63fffff,7,11,Persistent Hotspot,4,57.14,20.85,06,Category Focus,Property Crime,7,7,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3540669512469,-83.2234171641304,Warrendale,Joy Rd & Greenview Ave
882ab2cc67fffff,9,12,Persistent Hotspot,3,33.33,20.7,06,Category Focus,Property Crime,7,7,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.35570902059675,-83.2347281579616,Warrendale,Evergreen Rd & Joy Rd
882ab2cc01fffff,7,9,Persistent Hotspot,2,28.57,15.15,06,Category Focus,Property Crime,7,7,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3458183863618,-83.2082445872955,Warren Ave Community,Rutland St & Majestic St
882ab2cf35fffff,7,9,Persistent Hotspot,2,28.57,15.15,06,Category Focus,Property Crime,7,7,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3819326734984,-83.2583706737934,Brightmoor,Lahser Rd & Dolson St
882ab2cc0dfffff,7,8,Persistent Hotspot,1,14.29,12.3,06,Category Focus,Property Crime,7,7,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3525705286139,-83.2113422018863,Garden View,Gardenview Cir & Memorial Ave
882ab2cc2bfffff,9,9,Persistent Hotspot,0,0.0,12.15,06,Category Focus,Property Crime,7,7,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3396077393422,-83.22680751775106,Warrendale,Warwick St & Whitlock St
882ab2cc65fffff,11,8,Persistent Hotspot,-3,-27.27,10.8,06,Category Focus,Property Crime,7,7,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.36292124299095,-83.238484125039,Franklin Park,W Chicago St & Heyden St
882ab2cd49fffff,10,7,Persistent Hotspot,-3,-30.0,9.45,06,Category Focus,Property Crime,7,7,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3810030180834,-83.2721412434479,Castle Rouge,Appleton St & Glendale St
882ab2cc45fffff,12,6,Declining Hotspot,-6,-50.0,6.0,06,Category Focus,Property Crime,7,7,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.365285439154,-83.2095166589743,Joy Community,Orangelawn St & Rutland St
882ab2cc61fffff,11,6,Declining Hotspot,-5,-45.45,6.0,06,Category Focus,Property Crime,7,7,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3611596478804,-83.226246313219,Franklin Park,Artesian St & Joy Rd
882ab2cc69fffff,11,6,Declining Hotspot,-5,-45.45,6.0,06,Category Focus,Property Crime,7,7,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3673550176978,-83.22027784620084,Franklin Park,Weaver St & Rosemont Ave
882ab2cd19fffff,7,6,Declining Hotspot,-1,-14.29,6.0,06,Category Focus,Property Crime,7,7,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.341771569579,-83.25865661373135,Far West Detroit,W Warren Rd & Dacosta
882ab2cc05fffff,11,3,Declining Hotspot,-8,-72.73,3.0,06,Category Focus,Property Crime,7,7,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3434016908208,-83.2207891741072,Warrendale,Sawyer St & Greenview Ave
882ab2cc6bfffff,9,1,Declining Hotspot,-8,-88.89,1.0,06,Category Focus,Property Crime,7,7,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3578434353762,-83.2168902458939,Franklin Park,Joy Rd & S M 39 Service Drive
882ab2c41dfffff,3,6,Emerging Hotspot,3,100.0,10.5,07,Category Focus,Property Crime,7,6,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3588179546498,-82.9826841161272,East Village,E Jefferson Ave & Pennsylvania St
882ab2c463fffff,3,6,Emerging Hotspot,3,100.0,10.5,07,Category Focus,Property Crime,7,6,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3767500840111,-83.0106424237817,Gratiot-Grand,Iroquois St & E Warren Ave
882ab2c423fffff,4,6,Emerging Hotspot,2,50.0,9.0,07,Category Focus,Property Crime,7,6,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3578171530538,-83.0200190971782,McDougall-Hunt,Beaufait St & Charlevoix St
882ab2c439fffff,21,13,Persistent Hotspot,-8,-38.1,17.55,07,Category Focus,Property Crime,7,6,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3519526429914,-82.9967383380492,West Village,E Jefferson Ave & Parker St
882ab2c5c3fffff,13,13,Persistent Hotspot,0,0.0,17.55,07,Category Focus,Property Crime,7,6,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3364259425427,-83.0292011368974,Lafayette Park,Saint Aubin St & E Larned St
882ab2c403fffff,7,9,Persistent Hotspot,2,28.57,15.15,07,Category Focus,Property Crime,7,6,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3575485838906,-82.9870693400185,East Village,E Jefferson Ave & Holcomb St
882ab2c5c1fffff,15,10,Persistent Hotspot,-5,-33.33,13.5,07,Category Focus,Property Crime,7,6,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3423666128366,-83.0379321607677,Lafayette Park,Pembridge Pl & Saint Aubin St
882ab2c5c9fffff,13,8,Persistent Hotspot,-5,-38.46,10.8,07,Category Focus,Property Crime,7,6,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3502542019417,-83.0302985615252,Elmwood Park,Prince Hall Dr & Chene St
882ab2c5cbfffff,8,8,Persistent Hotspot,0,0.0,10.8,07,Category Focus,Property Crime,7,6,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3410176915525,-83.023266509099,Elmwood Park,E Jefferson Ave & Chene St
882ab2c461fffff,7,5,Declining Hotspot,-2,-28.57,5.0,07,Category Focus,Property Crime,7,6,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3832002790155,-83.0140688496528,Gratiot Town/Kettering,Gratiot Ave & Parker St
882ab2c431fffff,15,2,Declining Hotspot,-13,-86.67,2.0,07,Category Focus,Property Crime,7,6,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.345732473251,-83.00686044990775,Islandview,E Congress St & Meldrum St
882ab2cf61fffff,6,11,Emerging Hotspot,5,83.33,18.5,08,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4146741898092,-83.2568507845596,Oak Grove District 1,Chapel St & W McNichols Rd
882ab2ca97fffff,4,9,Emerging Hotspot,5,125.0,16.5,08,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4292679010273,-83.2534029514986,Evergreen Lahser 7/8,Lahser Rd & W 7 Mile Rd
882ab2cf0dfffff,3,8,Emerging Hotspot,5,166.67,15.5,08,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.406034033514345,-83.2406317070044,Brightmoor,Pilgrim St & Vaughan St
882ab2ca95fffff,7,8,Emerging Hotspot,1,14.29,9.5,08,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4363672103309,-83.2585634954651,Berg-Lahser,Lahser Rd & Pembroke Ave
882ab2cab1fffff,7,8,Emerging Hotspot,1,14.29,9.5,08,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4290006373133,-83.2777700530693,Five Points,Woodbine St & W 7 Mile Rd
882ab2cf5dfffff,8,14,Persistent Hotspot,6,75.0,27.9,08,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4103285053167,-83.2108407677899,Crary/St Marys,Verne St & Biltmore St
882ab2ca93fffff,8,13,Persistent Hotspot,5,62.5,25.05,08,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4294810884543,-83.2416290872179,Holcomb Community,W 7 Mile Rd & Patton St
882ab2cf4bfffff,11,11,Persistent Hotspot,0,0.0,14.85,08,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4155656036928,-83.2145581138045,College Park,N M 39 & W McNichols Rd
882ab2cf45fffff,8,9,Persistent Hotspot,1,12.5,13.65,08,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.419387568202254,-83.2383766583946,Evergreen-Outer Drive,Santa Maria St & Heyden St
882ab2cf09fffff,9,9,Persistent Hotspot,0,0.0,12.15,08,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4039882458279,-83.2259135822917,Rosedale Park,Grand River Ave & Glastonbury Ave
882ab2cf49fffff,9,9,Persistent Hotspot,0,0.0,12.15,08,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4248549880698,-83.2179256175138,College Park,Margareta St & Lindsay St
882ab2c1b5fffff,9,8,Persistent Hotspot,-1,-11.11,10.8,08,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4230381823384,-83.20823202955845,College Park,Thatcher St & Ferguson St
882ab2c1b7fffff,8,8,Persistent Hotspot,0,0.0,10.8,08,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.415851144836296,-83.20139796128575,Crary/St Marys,Greenfield Rd & Verne St
882ab2c1a3fffff,14,7,Declining Hotspot,-7,-50.0,7.0,08,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4302920458498,-83.2117228159554,Greenfield,Oakfield St & W 7 Mile Rd
882ab2cf51fffff,9,7,Declining Hotspot,-2,-22.22,7.0,08,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4030666206595,-83.2074096504793,Crary/St Marys,Keeler St & Ferguson St
882ab2cf67fffff,8,6,Declining Hotspot,-2,-25.0,6.0,08,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4079168223016,-83.2652221161807,Riverdale,Dolphin St & Dehner St
882ab2cf53fffff,9,5,Declining Hotspot,-4,-44.44,5.0,08,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.393900927103,-83.2015047170285,Greenfield-Grand River,Acacia St & Forrer St
882ab2cf6bfffff,14,5,Declining Hotspot,-9,-64.29,5.0,08,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.41156466965455,-83.244250479248,Holcomb Community,Grand River Ave & Patton St
882ab2c8d9fffff,9,2,Declining Hotspot,-7,-77.78,2.0,08,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4168750262246,-83.2787157828067,The Eye,Woodbine St & Santa Maria St
882ab2cf19fffff,8,2,Declining Hotspot,-6,-75.0,2.0,08,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3869129487853,-83.209113687157,Grandmont,Rutland St & Kendall St
882ab2c605fffff,9,12,Emerging Hotspot,3,33.33,16.5,09,Category Focus,Property Crime,10,10,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.41182849365295,-82.9542600506487,Outer Drive-Hayes,Beaconsfield St & Courville St
882ab2c661fffff,6,10,Emerging Hotspot,4,66.67,16.0,09,Category Focus,Property Crime,10,10,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4271921170409,-82.9627670159486,Mapleridge,Troester St & Queen St
882ab2c66dfffff,6,10,Emerging Hotspot,4,66.67,16.0,09,Category Focus,Property Crime,10,10,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4361962904987,-82.9654131082091,Regent Park,Maddelein St & Crusade St
882ab2c62bfffff,8,10,Emerging Hotspot,2,25.0,13.0,09,Category Focus,Property Crime,10,10,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4065719044079,-82.9643445990192,Outer Drive-Hayes,Chalmers St & Kent St
882ab2c647fffff,13,15,Persistent Hotspot,2,15.38,23.25,09,Category Focus,Property Crime,10,10,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4244778056882,-82.9407430774162,Moross-Morang,Casino St & Somerset Ave
882ab2c60dfffff,10,13,Persistent Hotspot,3,30.0,22.05,09,Category Focus,Property Crime,10,10,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4197410360825,-82.9462573545625,Yorkshire Woods,Nottingham Rd & Britain St
882ab2c66bfffff,16,15,Persistent Hotspot,-1,-6.25,20.25,09,Category Focus,Property Crime,10,10,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.42632688143855,-82.9499411616721,Moross-Morang,Lakepointe St & Morang Dr
882ab2d5b7fffff,11,12,Persistent Hotspot,1,9.09,17.7,09,Category Focus,Property Crime,10,10,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4383595504994,-82.9889717563696,Pulaski,E 7 Mile Rd & Schoenherr St
882ab2c663fffff,10,11,Persistent Hotspot,1,10.0,16.35,09,Category Focus,Property Crime,10,10,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4203963608699,-82.9577493746717,Denby,Grayton St & Lansdowne St
882ab2c669fffff,10,11,Persistent Hotspot,1,10.0,16.35,09,Category Focus,Property Crime,10,10,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4331934041443,-82.9549172238386,Mapleridge,Kelly Rd & Linnhurst St
882ab2d5b5fffff,21,12,Persistent Hotspot,-9,-42.86,16.2,09,Category Focus,Property Crime,10,10,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4456739782067,-82.9916402776304,Conner Creek,Fairport St & Bringard Dr
882ab2c625fffff,10,8,Declining Hotspot,-2,-20.0,8.0,09,Category Focus,Property Crime,10,10,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4093221818329,-82.9841299069008,Wade,Roseberry St & Longview St
882ab2c719fffff,12,7,Declining Hotspot,-5,-41.67,7.0,09,Category Focus,Property Crime,10,10,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4085834761448,-82.9950846370677,Gratiot-Findlay,Gunston St & Gratiot Ave
882ab2d5bbfffff,15,7,Declining Hotspot,-8,-53.33,7.0,09,Category Focus,Property Crime,10,10,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4434084434849,-82.970791942545,Regent Park,Queen St & Rossini Dr
882ab2d597fffff,12,6,Declining Hotspot,-6,-50.0,6.0,09,Category Focus,Property Crime,10,10,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4409743980614,-82.9583946901877,Regent Park,Tacoma St & Rex St
882ab2c62dfffff,10,5,Declining Hotspot,-5,-50.0,5.0,09,Category Focus,Property Crime,10,10,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4139943645256,-82.97652654591519,Eden Gardens,Rosemary Ave & Coplin St
882ab2c751fffff,11,3,Declining Hotspot,-8,-72.73,3.0,09,Category Focus,Property Crime,10,10,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4246922790897,-82.9923571074944,Von Steuben,Waltham St & Nashville St
882ab2c521fffff,1,10,Emerging Hotspot,9,900.0,23.5,10,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3735223882003,-83.1050901107629,Virginia Park Community,Hazelwood St & 14th St
882ab2c52dfffff,6,11,Emerging Hotspot,5,83.33,18.5,10,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3817503022529,-83.1096324868484,Dexter-Linwood,Glynn Ct & Linwood St
882ab2c52bfffff,4,9,Emerging Hotspot,5,125.0,16.5,10,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3739808566136,-83.0944508510725,Virginia Park Community,Rosa Parks Blvd & W Euclid St
882ab2c525fffff,6,10,Emerging Hotspot,4,66.67,16.0,10,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.377040420023,-83.1174128378397,Dexter-Linwood,Dexter Ave & Collingwood St
882ab2c53dfffff,7,8,Emerging Hotspot,1,14.29,9.5,10,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.364597989538,-83.0938448650044,LaSalle Gardens,W Grand Blvd & Hanover St
882ab2ce5bfffff,7,8,Emerging Hotspot,1,14.29,9.5,10,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3886209069811,-83.1151922896919,Dexter-Linwood,Fullerton St & Linwood St
882ab2ce51fffff,17,12,Persistent Hotspot,-5,-29.41,16.2,10,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3909329578329,-83.1254968552373,Dexter-Linwood,Dexter Ave & Waverly
882ab2c527fffff,17,10,Persistent Hotspot,-7,-41.18,13.5,10,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3687090022666,-83.1138186796188,Jamison,Atkinson St & Dexter Ave
882ab2c529fffff,13,10,Persistent Hotspot,-3,-23.08,13.5,10,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.38104713800355,-83.098032597983,Boston Edison,W Boston Blvd & N M 10 Service Drive
882ab2ce53fffff,11,8,Persistent Hotspot,-3,-27.27,10.8,10,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.385027958062,-83.12032786618616,Dexter-Linwood,Richton St & Linwood St
882ab2ce57fffff,9,7,Declining Hotspot,-2,-22.22,7.0,10,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3859734201848,-83.1339608753184,Russell Woods,Petoskey Ave & W Davison St
882ab2ce47fffff,8,6,Declining Hotspot,-2,-25.0,6.0,10,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4010902320439,-83.1543166634489,Chalfonte,Cherrylawn St & Eaton St
882ab2ce13fffff,9,5,Declining Hotspot,-4,-44.44,5.0,10,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3626085651066,-83.1330107647866,Midwest,Northfield St & Joy Rd
882ab2c563fffff,8,4,Declining Hotspot,-4,-50.0,4.0,10,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3877458578609,-83.0856281508702,Boston Edison,Glynn Ct & Woodward Ave
882ab2ce43fffff,9,4,Declining Hotspot,-5,-55.56,4.0,10,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.400394113821,-83.1412289140711,Chalfonte,Chalfonte St & Stoepel St
882ab2ce59fffff,10,4,Declining Hotspot,-6,-60.0,4.0,10,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3957041475136,-83.119676552736,Oakman Blvd Community,W Grand St & La Salle Blvd
882ab2c507fffff,10,2,Declining Hotspot,-8,-80.0,2.0,10,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3697335528948,-83.08170174424,Virginia Park Community,W Grand Blvd & Lincoln St
882ab2c0dbfffff,6,10,Emerging Hotspot,4,66.67,16.0,11,Category Focus,Property Crime,7,6,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4331387024329,-83.0622209405383,Farwell,Ryan Rd & E 7 Mile Rd
882ab2c76bfffff,4,8,Emerging Hotspot,4,100.0,14.0,11,Category Focus,Property Crime,7,6,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.438658991326,-83.0306180858354,Nortown,E Lantz St & Sherwood St
882ab2c08bfffff,3,6,Emerging Hotspot,3,100.0,10.5,11,Category Focus,Property Crime,7,6,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4303637318254,-83.0904361529573,Hawthorne Park,Russell St & E 7 Mile Rd
882ab2c0c3fffff,4,6,Emerging Hotspot,2,50.0,9.0,11,Category Focus,Property Crime,7,6,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4424443321607,-83.0880586642813,Nolan,Greeley St & E Remington Ave
882ab2c767fffff,6,6,Emerging Hotspot,0,0.0,6.0,11,Category Focus,Property Crime,7,6,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4298909698503,-83.0501692139325,Krainz Woods,Healy St & E Hildale St
882ab2c0d1fffff,13,10,Persistent Hotspot,-3,-23.08,13.5,11,Category Focus,Property Crime,7,6,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4355909483518,-83.0735405934336,Pershing,Charest St & E Lantz St
882ab2c761fffff,7,8,Persistent Hotspot,1,14.29,12.3,11,Category Focus,Property Crime,7,6,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4384549401626,-83.04371480168,Farwell,E Lantz St & Mound Rd
882ab2c70dfffff,8,8,Persistent Hotspot,0,0.0,10.8,11,Category Focus,Property Crime,7,6,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4310682433344,-83.0274669652189,Grant,E Robinwood St & Packard St
882ab2c0d5fffff,8,7,Persistent Hotspot,-1,-12.5,9.45,11,Category Focus,Property Crime,7,6,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4353407920037,-83.08535721004054,Nolan,Riopelle St & Emery St
882ab2c0ddfffff,10,6,Persistent Hotspot,-4,-40.0,8.1,11,Category Focus,Property Crime,7,6,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4425478145773,-83.0763451898483,Butler,Harned St & E Outer Dr
882ab2c0d7fffff,7,5,Declining Hotspot,-2,-28.57,5.0,11,Category Focus,Property Crime,7,6,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.42827978006765,-83.0792650004535,Northeast Central District,E Grixdale St & Goddard St
882ab2c747fffff,8,5,Declining Hotspot,-3,-37.5,5.0,11,Category Focus,Property Crime,7,6,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4340962002179,-83.0209419277825,Nortown,Van Dyke St & E 7 Mile Rd
882ab2c765fffff,7,5,Declining Hotspot,-2,-28.57,5.0,11,Category Focus,Property Crime,7,6,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.438224642992,-83.05449732164055,Farwell,Moenart St & E Outer Dr
882ab2c745fffff,9,4,Declining Hotspot,-5,-55.56,4.0,11,Category Focus,Property Crime,7,6,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4436061204028,-83.0246669703729,Sherwood,Milbank St & Spencer St
882ab2ce6bfffff,2,10,Emerging Hotspot,8,400.0,22.0,12,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4025284332423,-83.1651004313549,Bethune Community,Fenkell St & Wyoming St
882ab2c19bfffff,4,10,Emerging Hotspot,6,150.0,19.0,12,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4242861135931,-83.15337759519235,Bagley,Thatcher St & Indiana St
882ab2c1d3fffff,6,8,Emerging Hotspot,2,33.33,11.0,12,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.436933621782046,-83.1507772485498,Oak Grove District 2,Roselawn St & W Outer Dr
882ab2ce41fffff,7,8,Emerging Hotspot,1,14.29,9.5,12,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4075473870695,-83.1461042788721,Fitzgerald/Marygrove,Monica St & Keeler Ave
882ab2c0a7fffff,8,11,Persistent Hotspot,3,37.5,19.35,12,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.424372661051,-83.1412534391509,University District,Pickford St & Livernois Ave
882ab2ce69fffff,14,11,Persistent Hotspot,-3,-21.43,14.85,12,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.41199469544685,-83.1698402050922,Fitzgerald/Marygrove,Florence St & Mendota St
882ab2c193fffff,8,9,Persistent Hotspot,1,12.5,13.65,12,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4169437403662,-83.1603122492298,Schulze,W McNichols Rd & Wyoming St
882ab2c1b9fffff,10,10,Persistent Hotspot,0,0.0,13.5,12,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4273222133839,-83.18755904420081,Winship,Margareta St & Mark Twain St
882ab2ce49fffff,10,9,Persistent Hotspot,-1,-10.0,12.15,12,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.41475945047815,-83.1417270778599,Fitzgerald/Marygrove,Stoepel St & Florence St
882ab2ce4dfffff,20,9,Persistent Hotspot,-11,-55.0,12.15,12,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.41713248022035,-83.1491035149803,Bagley,San Juan Dr & W McNichols Rd
882ab2c0a5fffff,8,7,Declining Hotspot,-1,-12.5,7.0,12,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4296303142821,-83.1435817768685,Bagley,Livernois Ave & W 7 Mile Rd
882ab2ce45fffff,9,7,Declining Hotspot,-2,-22.22,7.0,12,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.40973788804895,-83.1573322674889,Fitzgerald/Marygrove,Puritan St & Northlawn St
882ab2c1bbfffff,8,6,Declining Hotspot,-2,-25.0,6.0,12,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4201758426176,-83.182342101538,Winship,Lesure St & W Outer Dr
882ab2c1d7fffff,13,5,Declining Hotspot,-8,-61.54,5.0,12,Category Focus,Property Crime,8,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4408096985575,-83.1610973329709,Garden Homes,Indiana St & Chippewa St
