focus_rank,h3_cell,incident_count,latitude,longitude,mean_spike_z,neighborhood,police_precinct,nearest_intersection,dominant_offense,dominant_offense_count,dominant_offense_share,score
15,892ab2c58d7ffff,337,42.331649833634,-83.0468465551171,0.7436813231721986,Downtown,03,W Lafayette Blvd & Griswold St,LARCENY,78,0.2314540059347181,0.37119591290974174
16,892ab2c5e83ffff,312,42.346487742123,-83.0579237523326,0.713429120931682,Midtown,03,Eliot St & Woodward Ave,LARCENY,94,0.30128205128205127,0.3450262535613338
17,892ab2c1bc3ffff,325,42.4304278287947,-83.1998657005724,0.47989376028617586,San Bernardo,08,Greenfield Rd & W 7 Mile Rd,FRAUD,58,0.17846153846153845,0.3449579063959828
18,892ab2c4593ffff,312,42.3778818761565,-82.9562455739032,0.6388444852286467,Riverbend,05,Lenox St & E Vernor Hwy,RUNAWAY,228,0.7307692307692307,0.3409339990092102
19,892ab2c5ca3ffff,324,42.3413547006243,-83.0258251527976,0.4234194349179288,Elmwood Park,07,Macomb St & Chene St,ASSAULT,81,0.25,0.3408789227814035
20,892ab2c082fffff,253,42.4201725306331,-83.1018944417945,1.6451484733931692,Grixdale Farms,12,E Dakota Ave & John R St,SEX OFFENSES,188,0.7430830039525692,0.33830400367783797
21,892ab2c5167ffff,307,42.3505898735684,-83.0600094941341,0.5741067448752798,Midtown,03,W Alexandrine St & Woodward Ave,ASSAULT,80,0.26058631921824105,0.33248005583391077
22,892ab2c0817ffff,303,42.4323337518457,-83.100222924548,0.4272792804723574,Nolan,11,Keating St & E 7 Mile Rd,FRAUD,250,0.8250825082508251,0.32050246663444826
23,892ab2c66bbffff,260,42.4291572453252,-82.9531270797409,1.0176382051879842,Moross-Morang,09,Casino St & Riad St,ASSAULT,47,0.18076923076923077,0.3107369801330238
24,892ab2cf263ffff,271,42.3880664803802,-83.2733932026018,0.7024155404664867,Eliza Howell,06,Riverview St & Dale St,ASSAULT,83,0.3062730627306273,0.3042258901539867
25,892ab2c5163ffff,291,42.353706219544,-83.0622313689545,0.32126010650691644,Midtown,03,Garfield St & Woodward Ave,FRAUD,134,0.46048109965635736,0.302920779235957
26,892ab2c5e87ffff,261,42.3454031862692,-83.0565405318125,0.7974383960259567,Midtown,03,Peterboro St & Woodward Ave,LARCENY,86,0.32950191570881227,0.29963561224740376
27,892ab2c65c7ffff,296,42.418867988292,-82.9151376719804,0.16915265899327137,Cornerstone Village,05,Moross Rd & Chandler Park Dr,LARCENY,71,0.23986486486486486,0.2994770212454549
28,892ab2c4397ffff,245,42.3519526429914,-82.9940202788986,0.9386953402309242,Gold Coast,07,E Jefferson Ave & Parker St,LARCENY,72,0.2938775510204082,0.2916997191330852
29,892ab2c746bffff,261,42.4339787962343,-83.0242486262777,0.4773747255720693,Nortown,11,Van Dyke St & E 7 Mile Rd,FRAUD,48,0.1839080459770115,0.28207459582574657
30,892ab2c6083ffff,244,42.4164511512154,-82.9366282920503,0.78018438572574,Cornerstone Village,05,Harper Ave & Cadieux Rd,FRAUD,74,0.30327868852459017,0.2820222653224252
31,892ab2c5317ffff,237,42.3589264510554,-83.0812712368089,0.8557524833418532,Elijah McCoy,03,Elijah Mccoy Dr & Lincoln St,ASSAULT,80,0.33755274261603374,0.27930573463637487
32,892ab2c66b7ffff,223,42.4261328726536,-82.9475623758475,1.103843380292664,Moross-Morang,09,Casino St & Beaconsfield St,ASSAULT,39,0.17488789237668162,0.2791923120305934
33,892ab2ce6d3ffff,250,42.4165983135661,-83.1797983731317,0.5143661536871568,Harmony Village,12,Schaefer Hwy & W McNichols Rd,FRAUD,61,0.244,0.27331990038110776
34,892ab2c5c33ffff,256,42.338822947403,-83.0306775688815,0.38683411853896676,Lafayette Park,07,E Lafayette St & Orleans St,FRAUD,126,0.4921875,0.2722049200718446
35,892ab2c0a77ffff,22,42.422642003395,-83.1382606723096,4.556451385968281,University District,12,Thatcher St & Oak Dr,DAMAGE TO PROPERTY,6,0.2727272727272727,0.27156862745098037
36,892ab2cf5bbffff,257,42.4015522142076,-83.1975307121044,0.29694321977138327,Belmont,02,Prest St & Fenkell St,LARCENY,68,0.26459143968871596,0.2682532449710381
37,892ab2cf5abffff,232,42.3993121504573,-83.1986300076742,0.7235472043303721,Hubbell-Lyndon,02,Greenfield Rd & Chalfonte St,ASSAULT,54,0.23275862068965517,0.2671500325184758
38,892ab2d5b6fffff,233,42.4348465732093,-82.990002588502,0.6839751793290275,Pulaski,09,E 7 Mile Rd & Alcoy St,FRAUD,81,0.34763948497854075,0.26595921611579987
39,892ab2c53a7ffff,233,42.3536895562809,-83.0720892997232,0.6348321996644424,Wayne State,03,S M 10 Service Drive & W Warren Ave,DAMAGE TO PROPERTY,68,0.2918454935622318,0.2632628755043362
40,892ab2c5e2bffff,211,42.331430994188,-83.0659376440769,0.9859034708522948,Corktown,03,Michigan Ave & 8th St,LARCENY,88,0.41706161137440756,0.26095656654692
41,892ab2cc403ffff,238,42.3653576890869,-83.1972801888978,0.4677095264574489,Joy Community,02,Greenfield Rd & W Chicago St,FRAUD,68,0.2857142857142857,0.2589952732312204
42,892ab2cc4d7ffff,221,42.3725604209568,-83.1975556543313,0.7673843920660095,Plymouth-Hubbell,06,Greenfield Rd & Plymouth Rd,ASSAULT,39,0.17647058823529413,0.2587709451425213
43,892ab2c646fffff,215,42.421890921292,-82.9404527391263,0.8711723629522593,Yorkshire Woods,09,McKinney Ave & Morang Dr,ASSAULT,39,0.1813953488372093,0.25858315371943036
44,892ab2c191bffff,246,42.4276560655783,-83.1695312811586,0.19991963183237188,Schulze,12,Margareta St & Manor St,FRAUD,150,0.6097560975609756,0.2521455128811055
45,892ab2ce237ffff,214,42.3772005666575,-83.178143125175,0.756746703616893,Pride Area Community,02,Schaefer Hwy & Capitol St,ASSAULT,64,0.29906542056074764,0.2513245392332488
46,892ab2ca93bffff,225,42.429450661086,-83.2452398494698,0.5370894766072309,Evergreen Lahser 7/8,08,W 7 Mile Rd & Patton St,ASSAULT,38,0.1688888888888889,0.2500568629119395
47,892ab2c1ba3ffff,229,42.4201758426176,-83.182342101538,0.3727408347056017,Winship,12,Lesure St & W Outer Dr,ASSAULT,73,0.31877729257641924,0.24496107197709244
48,892ab2c438fffff,196,42.3495560510195,-82.9981026446529,0.9480831550391112,Islandview,07,E Jefferson Ave & Baldwin St,LARCENY,41,0.20918367346938777,0.24417558711680754
49,892ab2c60a7ffff,240,42.4060828560497,-82.9292619758174,0.146407928745466,Cornerstone Village,05,E Warren Ave & Cadieux Rd,FRAUD,83,0.3458333333333333,0.24332711944733773
50,892ab2c5063ffff,201,42.3708434045059,-83.0813706276091,0.8378937949650649,New Center Commons,03,Pallister St & 3rd St,ASSAULT,60,0.29850746268656714,0.24303175970214164
51,892ab2c1923ffff,232,42.4169437403662,-83.1603122492298,0.24085652427459237,Schulze,12,W McNichols Rd & Wyoming St,FRAUD,88,0.3793103448275862,0.24066611778044966
52,892ab2ce60bffff,235,42.4039102932929,-83.1792037507307,0.145009047923114,Bethune Community,02,Schaefer Hwy & Keeler Ave,FRAUD,124,0.5276595744680851,0.23834840590611653
53,892ab2c510bffff,199,42.3587588435323,-83.0598847026779,0.7832268035881661,Medical Center,03,Brush St & E Warren Ave,FRAUD,91,0.457286432160804,0.2380715473935709
54,892ab2c5c6bffff,187,42.3364520966279,-83.0478147259546,0.9903613602669665,Downtown,03,Randolph St & E Grand River Ave,LARCENY,54,0.2887700534759358,0.237671746956971
55,892ab2ce6abffff,226,42.4022673236987,-83.1683204319468,0.2754073617143886,Bethune Community,12,Fenkell St & Manor St,FRAUD,64,0.2831858407079646,0.23667947459852778
56,892ab2ce50bffff,220,42.3905824068496,-83.1308670005748,0.3133864485423475,Oakman Blvd Community,10,Clements St & Dexter Ave,ASSAULT,55,0.25,0.23288093006497068
57,892ab2c0a73ffff,169,42.4263247905405,-83.1412534391509,1.1799395729980364,University District,12,Pickford St & Livernois Ave,LARCENY,68,0.40236686390532544,0.23042632510222838
58,892ab2c4027ffff,191,42.3575485838906,-82.9862089297578,0.7621006218298509,Gold Coast,07,E Jefferson Ave & Holcomb St,LARCENY,44,0.23036649214659685,0.22906927444464098
59,892ab2cf6a7ffff,162,42.4111469808938,-83.244250479248,1.2743932868736343,McNichols Evergreen,08,Grand River Ave & Patton St,LARCENY,62,0.38271604938271603,0.22874599642184648
60,892ab2cc68fffff,213,42.3649804254039,-83.2214894615411,0.356818970540548,Franklin Park,06,Faust Ave & W Chicago St,ASSAULT,62,0.29107981220657275,0.22840120841649314
61,892ab2c502bffff,136,42.3690367401692,-83.0748299704927,1.7233800311446947,New Center,03,W Grand Blvd & 2nd Ave,LARCENY,34,0.25,0.22789047249495653
62,892ab2c0bd7ffff,200,42.4196271488091,-83.1142203011105,0.5793866085880446,Palmer Park,12,Alwyne Ln & Whitmore Rd,ASSAULT,52,0.26,0.2278677867013627
63,892ab2c500fffff,208,42.3747806047364,-83.0765288247128,0.40090862470245325,New Center Commons,03,Seward St & Virginia Park Ct,ASSAULT,57,0.27403846153846156,0.22591832612260732
64,892ab2c4387ffff,191,42.3501838026402,-82.9967383380492,0.7026349551182587,Gold Coast,07,E Jefferson Ave & Seyburn St,LARCENY,36,0.18848167539267016,0.22580655628557544
65,892ab2ce243ffff,192,42.3870329748074,-83.1981637461412,0.6793939478473797,Schoolcraft Southfield,02,Schoolcraft St & Winthrop St,ASSAULT,34,0.17708333333333334,0.2255117780684905
66,892ab2c7297ffff,209,42.4247328641699,-83.0434007714722,0.36836466890386815,Davison,11,Iowa St & Minnesota St,OBSTRUCTING THE POLICE,52,0.24880382775119617,0.2251131206157484
67,892ab2cec8fffff,184,42.3568081616441,-83.1105133991049,0.7957883374295605,Petoskey-Otsego,10,W I 96 Service Drive & W Grand Blvd,ASSAULT,33,0.1793478260869565,0.22405488197598852
68,892ab2c5077ffff,188,42.3726743860538,-83.0789084295142,0.7239164245642111,New Center Commons,03,2nd Ave & Delaware St,ASSAULT,51,0.2712765957446808,0.22403303571884964
69,892ab2c5ed7ffff,206,42.3487242716004,-83.0651449991012,0.3660795194635319,Midtown,03,2nd Ave & W Willis St,LARCENY,75,0.3640776699029126,0.22204656425811842
70,892ab2c6467ffff,162,42.4222644390237,-82.9363165543563,1.1518462845426516,Moross-Morang,09,Casino St & Marne St,ASSAULT,31,0.19135802469135801,0.22202217825995577
71,892ab2c198bffff,207,42.4313393134991,-83.1620305168192,0.34607360963740813,Schulze,12,Washburn St & W 7 Mile Rd,FRAUD,130,0.6280193236714976,0.22192928697162154
72,892ab2c516bffff,192,42.3537430068987,-83.0671815821931,0.6088594634378843,Midtown,03,W Forest Ave & 2nd Ave,LARCENY,53,0.2760416666666667,0.22164174421787658
73,892ab2c0b97ffff,175,42.4178366590139,-83.1018164731388,0.8873232415552554,Greenfield Park,11,John R St & W McNichols Rd,DANGEROUS DRUGS,32,0.18285714285714286,0.220253621890282
74,892ab2ce987ffff,194,42.3197428918377,-83.0971541555232,0.544660972016976,Central Southwest,04,W Vernor Hwy & McKinstry St,FRAUD,88,0.4536082474226804,0.22008013325165848
75,892ab2c588bffff,184,42.3289384194114,-83.0444892325193,0.6669896384421137,Downtown,03,E Jefferson Ave & Woodward Ave,ASSAULT,42,0.22826086956521738,0.21698805035214602
76,892ab2c53d7ffff,87,42.3654193445508,-83.0865316698795,2.384096480427528,Elijah McCoy,10,W Grand Blvd & Poe St,LARCENY,24,0.27586206896551724,0.21610295760140463
77,892ab2cebb3ffff,192,42.3145125129767,-83.1256540155737,0.5035852396328582,Springwells,04,Pitt St & Central St,ASSAULT,56,0.2916666666666667,0.21586563607540737
78,892ab2c7473ffff,191,42.4389543556089,-83.0162962821407,0.5042208674262104,Nortown,11,E Lantz St & E Outer Dr,ASSAULT,53,0.2774869109947644,0.21492011907354516
79,892ab2cf523ffff,159,42.393900927103,-83.2014198003255,1.0749751382610757,Greenfield-Grand River,08,Grand River Ave & Forrer St,LARCENY,30,0.18867924528301888,0.2148632926682792
80,892ab2ce67bffff,212,42.4018616195345,-83.1877625171532,0.12380024867219686,Bethune Community,02,Fenkell St & Strathmoor St,FRAUD,56,0.2641509433962264,0.2146357176088504
81,892ab2c5c63ffff,177,42.3369652100163,-83.0446629277057,0.7403255342368096,Downtown,03,Madison St & Brush St,LARCENY,53,0.2994350282485876,0.2141490448697941
82,892ab2c4393ffff,102,42.356255782362695,-82.9974267534075,2.0528762590916467,West Village,07,Saint Paul St & Van Dyke St,LARCENY,38,0.37254901960784315,0.21263569416177336
83,892ab2cf527ffff,173,42.3917568190582,-83.1983573043622,0.778555222066701,Greenfield-Grand River,08,Greenfield Rd & Grand River Ave,FRAUD,29,0.1676300578034682,0.21232503444013393
84,892ab2c5393ffff,160,42.3662561726895,-83.0777997416561,0.9868455888862939,New Center,03,W Baltimore St & 3rd St,FRAUD,77,0.48125,0.21100825798144845
85,892ab2c602bffff,189,42.4020059146694,-82.9430042070178,0.4484667520258556,Morningside,05,Frankfort St & Devonshire Rd,ASSAULT,34,0.17989417989417988,0.2099002592492123
86,892ab2c535bffff,181,42.3603122330898,-83.0999457306279,0.5719070778248186,NW Goldberg,03,Linwood St & W Grand Blvd,FRAUD,86,0.47513812154696133,0.20882995436661986
87,892ab2c58dbffff,186,42.3325790512812,-83.0538018188063,0.40049118305388554,Downtown,03,State St & 1st St,LARCENY,64,0.34408602150537637,0.2043267947924232
88,892ab2cf597ffff,157,42.4088344091447,-83.1940968807189,0.9186156147802391,Belmont,02,Pilgrim St & Coyle St,ASSAULT,33,0.21019108280254778,0.20432348982478568
89,892ab2ce2bbffff,177,42.385263484679,-83.1799711243191,0.5500600650199974,Grand River-I96,02,Grand River Ave & Lesure St,ASSAULT,40,0.22598870056497175,0.2037097000211505
90,892ab2c5e8fffff,175,42.3436314563571,-83.0599108960759,0.5792422229226619,Midtown,03,Peterboro St & Cass Ave,LARCENY,56,0.32,0.20335006073404222
91,892ab2cab1bffff,136,42.4361457495439,-83.278590078579,1.2730699490810113,Five Points,08,Pembroke Ave & Telegraph Rd,FRAUD,30,0.22058823529411764,0.20318319242551336
92,892ab2ce5abffff,160,42.3886209069811,-83.1190511153516,0.8233853253284227,Dexter-Linwood,10,Fullerton St & Linwood St,FRAUD,30,0.1875,0.20203964130415591
93,892ab2cf603ffff,159,42.4146741898092,-83.2574690995407,0.8112111743800509,Oak Grove District 1,08,Lahser Rd & W McNichols Rd,ASSAULT,31,0.1949685534591195,0.20039128684960125
94,892ab2ce58fffff,182,42.3942925025788,-83.1191281603438,0.389376621408365,Oakman Blvd Community,10,Indiandale St & W Davison St,FRAUD,41,0.22527472527472528,0.1997954006283853
95,892ab2c402fffff,19,42.3566104328282,-82.9920206565145,3.2797760092440655,Indian Village,07,Agnes St & Iroquois St,LARCENY,10,0.5263157894736842,0.19857977195457321
96,892ab2ce627ffff,56,42.3950397737374,-83.1690425915925,2.6157274668820913,Bethune Community,02,Lyndon St & Meyers Rd,STOLEN PROPERTY,19,0.3392857142857143,0.19841975815055451
97,892ab2cab0fffff,173,42.4288935372432,-83.2790411783315,0.5145850415509728,Five Points,08,Woodbine St & W 7 Mile Rd,ASSAULT,38,0.21965317919075145,0.1978417140798733
98,892ab2c58c7ffff,165,42.3284015530859,-83.0480877122598,0.6451247903008966,Downtown,03,W Jefferson Ave & N M 10,LARCENY,53,0.3212121212121212,0.1971609350777075
99,892ab2cc01bffff,175,42.3458183863618,-83.212710373966,0.46625516700489267,Warren Ave Community,06,Rutland St & Majestic St,ASSAULT,48,0.2742857142857143,0.19715077063156705
100,892ab2c7187ffff,162,42.4085834761448,-82.9950846370677,0.6955682685116286,Gratiot-Findlay,09,Gunston St & Gratiot Ave,ASSAULT,38,0.2345679012345679,0.19698745400962447
101,892ab2c66a3ffff,180,42.426114386444,-82.9499411616721,0.36803254596667495,Moross-Morang,09,Morang Dr & Rossiter St,ASSAULT,42,0.23333333333333334,0.19666352539139115
102,892ab2c5883ffff,157,42.329780666884,-83.0406075365884,0.7753711919355832,Downtown,03,Brush St & Renaissance Ctr,LARCENY,60,0.3821656050955414,0.19646406092328456
103,892ab2c5023ffff,153,42.3691264373985,-83.0725756228081,0.8277829924075105,New Center,03,Woodward Ave & E Milwaukee St,ASSAULT,40,0.26143790849673204,0.19541818414636725
104,892ab2ce6c3ffff,175,42.4118076305669,-83.1795789756751,0.4345483871519024,Harmony Village,02,Florence St & Schaefer Hwy,ASSAULT,51,0.2914285714285714,0.19541110651759055
105,892ab2c1d63ffff,59,42.4386930636633,-83.1612133175324,2.5031588578482187,McDowell,12,Pembroke Ave & Kentucky St,ASSAULT,13,0.22033898305084745,0.19518460355237888
106,892ab2c62abffff,189,42.4049770873512,-82.9649772993091,0.177248217700127,Outer Drive-Hayes,09,Marlborough St & Harper Ave,WEAPONS OFFENSES,37,0.19576719576719576,0.195019241580454
107,892ab2d5b2fffff,178,42.4350831592613,-82.9776864504547,0.35899959441772544,Franklin,09,Gratiot Ave & E 7 Mile Rd,ASSAULT,26,0.14606741573033707,0.1942071277821542
108,892ab2cc0d3ffff,122,42.3556412240495,-83.2091046377782,1.346991903796416,Garden View,06,Grandmont Ave & Constance Ave,ASSAULT,21,0.1721311475409836,0.1935135972919308
109,892ab2cc5c7ffff,150,42.3536888078032,-83.1772776946831,0.8280509473937291,Joy-Schaefer,02,Belton St & Schaefer Hwy,ASSAULT,49,0.32666666666666666,0.1924917096315073
110,892ab2cf097ffff,143,42.4039882458279,-83.2251440147996,0.9351566656210273,Rosedale Park,08,Grand River Ave & Glastonbury Ave,FRAUD,42,0.2937062937062937,0.19150556175543854
111,892ab2ce65bffff,141,42.4090290640969,-83.1903094537909,0.9671731841272928,Hubbell-Puritan,02,Marlowe St & Pilgrim St,ASSAULT,45,0.3191489361702128,0.19130143606671568
112,892ab2c5ea3ffff,172,42.3381962993625,-83.0548071624977,0.4118651437411344,Downtown,03,Columbia St & Park Ave,LARCENY,80,0.46511627906976744,0.19122536264743445
113,892ab2c5c87ffff,161,42.3471242369743,-83.0264786770649,0.6020959523243935,Elmwood Park,07,Prince Hall Dr & Chene St,LARCENY,39,0.2422360248447205,0.19087849203661678
114,892ab2cf353ffff,172,42.3835518887983,-83.2583706737934,0.4011308878574792,Brightmoor,06,Dolphin St & W Outer Dr,ASSAULT,45,0.2616279069767442,0.1906364034457237
115,892ab2ce6cfffff,167,42.4093718386604,-83.1794650498747,0.48331971340927216,Harmony Village,02,Puritan St & Schaefer Hwy,ASSAULT,23,0.1377245508982036,0.1902439182702629
116,892ab2c4037ffff,156,42.3588179546498,-82.984583295929,0.673922503587378,East Village,07,E Jefferson Ave & McClellan St,ASSAULT,44,0.28205128205128205,0.18991745727009052
117,892ab2d5b7bffff,122,42.4404554785316,-82.9926050027074,1.272361361668008,Pulaski,09,Manning St & Goulburn St,ASSAULT,26,0.21311475409836064,0.18941882398005946
118,892ab2c5067ffff,61,42.3680926316265,-83.0791731606186,2.3514895737956643,New Center,03,W Grand Blvd & 3rd St,DAMAGE TO PROPERTY,18,0.29508196721311475,0.18882370991955455
119,892ab2ce4d7ffff,174,42.4171392866036,-83.1451482548747,0.33042905021867264,Fitzgerald/Marygrove,12,San Juan Dr & W McNichols Rd,LARCENY,53,0.3045977011494253,0.18871797169579627
120,892ab2ce517ffff,180,42.3930241529527,-83.1220144248074,0.21730578904306957,Dexter-Linwood,10,Linwood St & W Davison St,FRAUD,42,0.23333333333333334,0.18839356132528848
121,892ab2c534bffff,156,42.3593525706436,-83.1025646264425,0.6410065918414287,NW Goldberg,03,W Grand Blvd & Lawton St,ASSAULT,33,0.21153846153846154,0.18811145140293067
122,892ab2c5eb3ffff,154,42.3417289137252,-83.0540944066401,0.6726987064964315,Midtown,03,Adelaide St & Woodward Ave,ASSAULT,48,0.3116883116883117,0.18788952656396002
123,892ab2c0c27ffff,153,42.4400360070857,-83.0855414092107,0.6787846637170267,Nolan,11,Orleans St & E State Fair St,FRAUD,63,0.4117647058823529,0.18724305420043344
124,892ab2c620bffff,154,42.4073909024833,-82.9785003908256,0.6516171678587059,Wade,09,Park Dr & Longview St,ASSAULT,43,0.2792207792207792,0.18673284031560858
125,892ab2ca933ffff,160,42.4295583345766,-83.2407568910825,0.5432979942732664,Evergreen Lahser 7/8,08,Kentfield St & W 7 Mile Rd,LARCENY,24,0.15,0.18667201706494574
126,892ab2c184bffff,167,42.4439467189446,-83.2011474422937,0.411940953993582,Schaefer 7/8 Lodge,12,Motor Dr & N M 10,ASSAULT,41,0.24550898203592814,0.18632756136390466
127,892ab2c1977ffff,162,42.4185611375416,-83.1691476800448,0.47592975180025365,Schulze,12,Santa Maria St & Manor St,ASSAULT,52,0.32098765432098764,0.18493649054561398
128,892ab2ce0b7ffff,156,42.3865092491895,-83.1393947620837,0.5501437153918725,Oakman Blvd Community,10,Livernois Ave & Waverly,ASSAULT,23,0.14743589743589744,0.18312605439368293
129,892ab2c5c5bffff,131,42.3469945447206,-83.0505911442479,0.9838818606823697,Brush Park,03,Watson St & Brush St,LARCENY,44,0.33587786259541985,0.18241427378836242
130,892ab2ce043ffff,118,42.3882851096804,-83.1687093263633,1.2151293249079518,Happy Homes,02,Schoolcraft St & Meyers Rd,SEX OFFENSES,37,0.3135593220338983,0.18235709034743014
131,892ab2d5b27ffff,160,42.434760230424,-82.97526019001984,0.4500721852398358,Mapleridge,09,Chalmers St & E 7 Mile Rd,SEX OFFENSES,38,0.2375,0.1815569724207451
132,892ab2cc047ffff,163,42.3433682920319,-83.2165323730932,0.38990976739624367,Warrendale,06,S M 39 Service Drive & W Warren Ave,DAMAGE TO PROPERTY,27,0.1656441717791411,0.1811972019071921
133,892ab2c5c1bffff,130,42.3462584472492,-83.0392059352133,0.9741195404168238,Eastern Market,07,Riopelle St & Winder St,LARCENY,70,0.5384615384615384,0.1808982498734385
134,892ab2c527bffff,147,42.3707817079612,-83.117174555493,0.6504019592139153,Petoskey-Otsego,10,Dexter Ave & Joy Rd,FRAUD,42,0.2857142857142857,0.17980342004966715
135,892ab2c6627ffff,161,42.4169266317811,-82.9554879878915,0.3916290614517496,Outer Drive-Hayes,09,Wayburn St & Courville St,ASSAULT,37,0.22981366459627328,0.1793307505463431
136,892ab2ce6c7ffff,127,42.4094078672851,-83.177294429637,0.9928872154884428,Harmony Village,12,Puritan St & Snowden St,LARCENY,27,0.2125984251968504,0.17898680429877373
137,892ab2c5c4bffff,109,42.3445795427108,-83.0517317773188,1.299933753005721,Brush Park,03,Adelaide St & John R St,LARCENY,51,0.46788990825688076,0.17818654748781687
138,892ab2c758fffff,165,42.4276054298924,-82.9860458151414,0.29758759774876503,Franklin,09,Pelkey St & Greiner St,ASSAULT,31,0.18787878787878787,0.1780925217932828
139,892ab2c6adbffff,144,42.3632187640524,-82.951183025291,0.6657298359584719,Jefferson Chalmers,05,Continental St & Essex Ave,ASSAULT,36,0.25,0.17770324216801148
140,892ab2c0a47ffff,135,42.4280098799147,-83.1424081379111,0.8047528806298742,Bagley,12,Margareta St & Livernois Ave,FRAUD,52,0.3851851851851852,0.1765075262066178
141,892ab2c1a67ffff,150,42.4299970923594,-83.2204958980592,0.5302082467183157,Evergreen-Outer Drive,08,W 7 Mile Rd & Ashton Ave,WEAPONS OFFENSES,27,0.18,0.17614989692213504
142,892ab2c609bffff,138,42.4190613504223,-82.9373987683862,0.7439458992531011,Yorkshire Woods,09,Duprey St & Cadieux Rd,AGGRAVATED ASSAULT,19,0.13768115942028986,0.17611239025850942
143,892ab2c09d3ffff,102,42.4251221714166,-83.0861939173205,1.3821072518375856,Hawthorne Park,11,Orleans St & E Nevada St,ASSAULT,27,0.2647058823529412,0.17583243706351304
144,892ab2c0ca7ffff,141,42.4470956827514,-83.0790821427615,0.676523489578896,Butler,11,Fleming St & E 8 Mile Rd,FRAUD,40,0.28368794326241137,0.17535428389016328
145,892ab2c4477ffff,42,42.3806249944773,-82.9876364836867,2.42911516541648,East Canfield,05,French Rd & E Canfield St,ASSAULT,7,0.16666666666666666,0.17445536240835915
146,892ab2c42a3ffff,41,42.3623626861857,-83.0124691889554,2.4362061975391778,Islandview,07,Goethe Ave & E Grand Blvd,ASSAULT,11,0.2682926829268293,0.17386403575017234
147,892ab2ce49bffff,143,42.4171531509341,-83.1408402179552,0.6131984813222034,University District,12,W McNichols Rd & Livernois Ave,ASSAULT,33,0.23076923076923078,0.1738405985512714
148,892ab2c650fffff,154,42.412091022665,-82.91331748475955,0.4048880384072594,Cornerstone Village,05,Mack Ave & Calvin Ave,FRAUD,76,0.4935064935064935,0.1731954891759006
149,892ab2ce447ffff,155,42.4079087606808,-83.1544883594481,0.3821566390941941,Fitzgerald/Marygrove,12,Pilgrim St & Northlawn St,ASSAULT,34,0.21935483870967742,0.17292867175081394
150,892ab2c5e53ffff,137,42.3436575532344,-83.0767816042015,0.7013754165942889,Woodbridge,03,Grand River Ave & Avery St,LARCENY,31,0.22627737226277372,0.17279627238810624
151,892ab2c60cbffff,133,42.416618823273,-82.9515420713541,0.7698716980124793,Yorkshire Woods,09,Whittier St & Greensboro St,ASSAULT,26,0.19548872180451127,0.17263290699909684
