precinct_norm,offense_category,previous_28d,current_28d,change_28d,pct_change_28d,recent_movement,city_previous_28d,city_current_28d,city_change_28d,city_pct_change_28d,previous_28d_start,previous_28d_end,current_28d_start,current_28d_end,pct_change_vs_previous,trend_class,city_gap_28d,priority_score,priority_signal
10,OBSTRUCTING THE POLICE,7,10,3,42.86,Increasing,113,110,-3,-2.65,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,45.51,40.1,Watch
04,ROBBERY,4,6,2,50.0,Increasing,76,61,-15,-19.74,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-100.0,Improving,69.74,38.6,Watch
11,OBSTRUCTING THE POLICE,8,11,3,37.5,Increasing,113,110,-3,-2.65,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,40.15,37.9,Watch
05,AGGRAVATED ASSAULT,34,35,1,2.94,Increasing,513,433,-80,-15.59,2025-11-07,2025-12-04,2025-12-05,2026-01-01,75.0,Worsening,18.53,35.9,Watch
03,BURGLARY,29,32,3,10.34,Increasing,419,368,-51,-12.17,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-100.0,Improving,22.509999999999998,32.2,Watch
11,ASSAULT,87,89,2,2.3,Increasing,1290,1110,-180,-13.95,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-50.0,Improving,16.25,31.6,Watch
06,DAMAGE TO PROPERTY,64,66,2,3.12,Increasing,756,648,-108,-14.29,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-80.0,Improving,17.41,30.7,Watch
07,LARCENY,72,74,2,2.78,Increasing,909,805,-104,-11.44,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-33.333333333333336,Improving,14.219999999999999,30.2,Watch
04,AGGRAVATED ASSAULT,22,24,2,9.09,Increasing,513,433,-80,-15.59,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-33.333333333333336,Improving,24.68,29.2,Watch
05,OBSTRUCTING THE POLICE,8,10,2,25.0,Increasing,113,110,-3,-2.65,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,27.65,29.2,Watch
06,STOLEN PROPERTY,14,17,3,21.43,Increasing,125,141,16,12.8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,8.629999999999999,27.2,Watch
10,ROBBERY,6,7,1,16.67,Increasing,76,61,-15,-19.74,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-100.0,Improving,36.41,26.6,Watch
04,STOLEN VEHICLE,23,24,1,4.35,Increasing,470,370,-100,-21.28,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-100.0,Improving,25.630000000000003,26.5,Watch
12,AGGRAVATED ASSAULT,38,39,1,2.63,Increasing,513,433,-80,-15.59,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-75.0,Improving,18.22,26.3,Watch
04,WEAPONS OFFENSES,9,10,1,11.11,Increasing,186,154,-32,-17.2,2025-11-07,2025-12-04,2025-12-05,2026-01-01,0.0,Stable,28.31,24.6,Watch
03,INVASION OF PRIVACY -OTHER,17,18,1,5.88,Increasing,41,35,-6,-14.63,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,20.51,23.9,Watch
12,OBSTRUCTING THE POLICE,6,7,1,16.67,Increasing,113,110,-3,-2.65,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,19.32,21.4,Watch
10,STOLEN PROPERTY,12,13,1,8.33,Increasing,125,141,16,12.8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-4.470000000000001,16.7,Watch
08,LARCENY,101,78,-23,-22.77,Decreasing,909,805,-104,-11.44,2025-11-07,2025-12-04,2025-12-05,2026-01-01,200.0,Worsening,-11.33,31.7,Recent Improvement
02,ASSAULT,135,113,-22,-16.3,Decreasing,1290,1110,-180,-13.95,2025-11-07,2025-12-04,2025-12-05,2026-01-01,37.5,Worsening,-2.3500000000000014,31.0,Recent Improvement
03,STOLEN VEHICLE,45,39,-6,-13.33,Decreasing,470,370,-100,-21.28,2025-11-07,2025-12-04,2025-12-05,2026-01-01,50.0,Worsening,7.950000000000001,30.7,Recent Improvement
06,FRAUD,43,37,-6,-13.95,Decreasing,571,449,-122,-21.37,2025-11-07,2025-12-04,2025-12-05,2026-01-01,200.0,Worsening,7.420000000000002,30.3,Recent Improvement
08,AGGRAVATED ASSAULT,81,58,-23,-28.4,Decreasing,513,433,-80,-15.59,2025-11-07,2025-12-04,2025-12-05,2026-01-01,150.0,Worsening,-12.809999999999999,30.2,Recent Improvement
09,ASSAULT,152,106,-46,-30.26,Decreasing,1290,1110,-180,-13.95,2025-11-07,2025-12-04,2025-12-05,2026-01-01,33.333333333333336,Worsening,-16.310000000000002,29.8,Recent Improvement
03,ASSAULT,151,115,-36,-23.84,Decreasing,1290,1110,-180,-13.95,2025-11-07,2025-12-04,2025-12-05,2026-01-01,25.0,Worsening,-9.89,28.6,Recent Improvement
12,FRAUD,50,31,-19,-38.0,Decreasing,571,449,-122,-21.37,2025-11-07,2025-12-04,2025-12-05,2026-01-01,150.0,Worsening,-16.63,27.2,Recent Improvement
08,FRAUD,64,52,-12,-18.75,Decreasing,571,449,-122,-21.37,2025-11-07,2025-12-04,2025-12-05,2026-01-01,33.333333333333336,Worsening,2.620000000000001,27.1,Recent Improvement
10,STOLEN VEHICLE,27,17,-10,-37.04,Decreasing,470,370,-100,-21.28,2025-11-07,2025-12-04,2025-12-05,2026-01-01,200.0,Worsening,-15.759999999999998,24.3,Recent Improvement
06,ASSAULT,153,122,-31,-20.26,Decreasing,1290,1110,-180,-13.95,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-10.0,Improving,-6.310000000000002,23.9,Recent Improvement
05,FRAUD,67,60,-7,-10.45,Decreasing,571,449,-122,-21.37,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-100.0,Improving,10.920000000000002,23.7,Recent Improvement
03,DAMAGE TO PROPERTY,99,88,-11,-11.11,Decreasing,756,648,-108,-14.29,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-20.0,Improving,3.1799999999999997,23.2,Recent Improvement
07,AGGRAVATED ASSAULT,22,12,-10,-45.45,Decreasing,513,433,-80,-15.59,2025-11-07,2025-12-04,2025-12-05,2026-01-01,300.0,Worsening,-29.860000000000003,22.7,Recent Improvement
10,FRAUD,54,48,-6,-11.11,Decreasing,571,449,-122,-21.37,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-100.0,Improving,10.260000000000002,22.4,Recent Improvement
10,ASSAULT,126,87,-39,-30.95,Decreasing,1290,1110,-180,-13.95,2025-11-07,2025-12-04,2025-12-05,2026-01-01,0.0,Stable,-17.0,22.2,Recent Improvement
12,LARCENY,96,71,-25,-26.04,Decreasing,909,805,-104,-11.44,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-57.142857142857146,Improving,-14.6,21.2,Recent Improvement
09,DAMAGE TO PROPERTY,100,68,-32,-32.0,Decreasing,756,648,-108,-14.29,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-33.333333333333336,Improving,-17.71,21.0,Recent Improvement
12,DAMAGE TO PROPERTY,82,68,-14,-17.07,Decreasing,756,648,-108,-14.29,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-76.92307692307692,Improving,-2.780000000000001,21.0,Recent Improvement
06,WEAPONS OFFENSES,26,12,-14,-53.85,Decreasing,186,154,-32,-17.2,2025-11-07,2025-12-04,2025-12-05,2026-01-01,40.0,Worsening,-36.650000000000006,20.7,Recent Improvement
10,DAMAGE TO PROPERTY,73,62,-11,-15.07,Decreasing,756,648,-108,-14.29,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-20.0,Improving,-0.7800000000000011,20.5,Recent Improvement
03,FRAUD,105,60,-45,-42.86,Decreasing,571,449,-122,-21.37,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-25.0,Improving,-21.49,20.4,Recent Improvement
02,LARCENY,69,59,-10,-14.49,Decreasing,909,805,-104,-11.44,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,-3.0500000000000007,20.3,Recent Improvement
09,BURGLARY,68,59,-9,-13.24,Decreasing,419,368,-51,-12.17,2025-11-07,2025-12-04,2025-12-05,2026-01-01,0.0,Stable,-1.0700000000000003,20.3,Recent Improvement
09,AGGRAVATED ASSAULT,76,58,-18,-23.68,Decreasing,513,433,-80,-15.59,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-66.66666666666667,Improving,-8.09,20.2,Recent Improvement
11,LARCENY,62,49,-13,-20.97,Decreasing,909,805,-104,-11.44,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,-9.53,19.4,Recent Improvement
07,DAMAGE TO PROPERTY,49,43,-6,-12.24,Decreasing,756,648,-108,-14.29,2025-11-07,2025-12-04,2025-12-05,2026-01-01,0.0,Stable,2.049999999999999,19.4,Recent Improvement
12,STOLEN VEHICLE,59,46,-13,-22.03,Decreasing,470,370,-100,-21.28,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-100.0,Improving,-0.75,19.1,Recent Improvement
05,LARCENY,54,45,-9,-16.67,Decreasing,909,805,-104,-11.44,2025-11-07,2025-12-04,2025-12-05,2026-01-01,0.0,Stable,-5.230000000000002,19.0,Recent Improvement
05,DAMAGE TO PROPERTY,70,44,-26,-37.14,Decreasing,756,648,-108,-14.29,2025-11-07,2025-12-04,2025-12-05,2026-01-01,0.0,Stable,-22.85,18.9,Recent Improvement
06,AGGRAVATED ASSAULT,64,43,-21,-32.81,Decreasing,513,433,-80,-15.59,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-40.0,Improving,-17.220000000000002,18.8,Recent Improvement
04,LARCENY,46,38,-8,-17.39,Decreasing,909,805,-104,-11.44,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-100.0,Improving,-5.950000000000001,18.2,Recent Improvement
02,STOLEN VEHICLE,49,35,-14,-28.57,Decreasing,470,370,-100,-21.28,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-100.0,Improving,-7.289999999999999,17.8,Recent Improvement
09,FRAUD,36,29,-7,-19.44,Decreasing,571,449,-122,-21.37,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,1.9299999999999997,17.4,Recent Improvement
02,BURGLARY,40,31,-9,-22.5,Decreasing,419,368,-51,-12.17,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-75.0,Improving,-10.33,17.2,Recent Improvement
02,FRAUD,56,29,-27,-48.21,Decreasing,571,449,-122,-21.37,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-33.333333333333336,Improving,-26.84,16.9,Recent Improvement
05,STOLEN VEHICLE,40,29,-11,-27.5,Decreasing,470,370,-100,-21.28,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,-6.219999999999999,16.9,Recent Improvement
10,BURGLARY,49,26,-23,-46.94,Decreasing,419,368,-51,-12.17,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-100.0,Improving,-34.769999999999996,16.3,Recent Improvement
07,STOLEN VEHICLE,40,25,-15,-37.5,Decreasing,470,370,-100,-21.28,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,-16.22,16.2,Recent Improvement
06,STOLEN VEHICLE,50,24,-26,-52.0,Decreasing,470,370,-100,-21.28,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,-30.72,16.0,Recent Improvement
09,WEAPONS OFFENSES,29,24,-5,-17.24,Decreasing,186,154,-32,-17.2,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-77.77777777777777,Improving,-0.03999999999999915,16.0,Recent Improvement
11,BURGLARY,28,22,-6,-21.43,Decreasing,419,368,-51,-12.17,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-75.0,Improving,-9.26,15.5,Recent Improvement
02,WEAPONS OFFENSES,21,15,-6,-28.57,Decreasing,186,154,-32,-17.2,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-33.333333333333336,Improving,-11.370000000000001,13.7,Recent Improvement
07,BURGLARY,28,13,-15,-53.57,Decreasing,419,368,-51,-12.17,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,-41.4,13.1,Recent Improvement
04,DANGEROUS DRUGS,18,11,-7,-38.89,Decreasing,89,58,-31,-34.83,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,-4.060000000000002,12.3,Recent Improvement
02,OBSTRUCTING THE POLICE,14,9,-5,-35.71,Decreasing,113,110,-3,-2.65,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-33.06,11.4,Recent Improvement
11,STOLEN PROPERTY,16,7,-9,-56.25,Decreasing,125,141,16,12.8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-69.05,10.3,Recent Improvement
09,RUNAWAY,16,6,-10,-62.5,Decreasing,69,43,-26,-37.68,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-24.82,9.6,Recent Improvement
07,OBSTRUCTING THE POLICE,10,5,-5,-50.0,Decreasing,113,110,-3,-2.65,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-47.35,8.9,Recent Improvement
10,HEALTH AND SAFETY,10,5,-5,-50.0,Decreasing,19,15,-4,-21.05,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-28.95,8.9,Recent Improvement
12,DANGEROUS DRUGS,2,4,2,100.0,Increasing,89,58,-31,-34.83,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,134.82999999999998,47.0,Monitor
04,KIDNAPPING,1,3,2,200.0,Increasing,15,14,-1,-6.67,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,206.67,45.9,Monitor
06,ARSON,1,3,2,200.0,Increasing,33,30,-3,-9.09,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,209.09,45.9,Monitor
07,DISORDERLY CONDUCT,1,3,2,200.0,Increasing,14,25,11,78.57,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,121.43,45.9,Monitor
07,RUNAWAY,1,3,2,200.0,Increasing,69,43,-26,-37.68,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,237.68,45.9,Monitor
08,ARSON,1,3,2,200.0,Increasing,33,30,-3,-9.09,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,209.09,45.9,Monitor
06,KIDNAPPING,1,2,1,100.0,Increasing,15,14,-1,-6.67,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,106.67,42.4,Monitor
08,KIDNAPPING,1,2,1,100.0,Increasing,15,14,-1,-6.67,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,106.67,42.4,Monitor
08,ASSAULT,148,134,-14,-9.46,Decreasing,1290,1110,-180,-13.95,2025-11-07,2025-12-04,2025-12-05,2026-01-01,50.0,Worsening,4.489999999999998,35.7,Monitor
09,STOLEN VEHICLE,57,54,-3,-5.26,Decreasing,470,370,-100,-21.28,2025-11-07,2025-12-04,2025-12-05,2026-01-01,200.0,Worsening,16.020000000000003,34.7,Monitor
06,HEALTH AND SAFETY,2,3,1,50.0,Increasing,19,15,-4,-21.05,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,71.05,33.9,Monitor
11,INVASION OF PRIVACY -OTHER,2,3,1,50.0,Increasing,41,35,-6,-14.63,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,64.63,33.9,Monitor
04,DISORDERLY CONDUCT,1,2,1,100.0,Increasing,14,25,11,78.57,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,21.430000000000007,33.9,Monitor
06,DANGEROUS DRUGS,3,4,1,33.33,Increasing,89,58,-31,-34.83,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,68.16,31.6,Monitor
02,AGGRAVATED ASSAULT,52,47,-5,-9.62,Decreasing,513,433,-80,-15.59,2025-11-07,2025-12-04,2025-12-05,2026-01-01,200.0,Worsening,5.970000000000001,31.0,Monitor
11,AGGRAVATED ASSAULT,41,38,-3,-7.32,Decreasing,513,433,-80,-15.59,2025-11-07,2025-12-04,2025-12-05,2026-01-01,200.0,Worsening,8.27,30.6,Monitor
12,BURGLARY,41,39,-2,-4.88,Decreasing,419,368,-51,-12.17,2025-11-07,2025-12-04,2025-12-05,2026-01-01,50.0,Worsening,7.29,30.5,Monitor
12,ARSON,3,4,1,33.33,Increasing,33,30,-3,-9.09,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-100.0,Improving,42.42,29.4,Monitor
04,DAMAGE TO PROPERTY,29,27,-2,-6.9,Decreasing,756,648,-108,-14.29,2025-11-07,2025-12-04,2025-12-05,2026-01-01,200.0,Worsening,7.389999999999999,28.7,Monitor
08,STOLEN VEHICLE,62,61,-1,-1.61,Decreasing,470,370,-100,-21.28,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-100.0,Improving,19.67,26.4,Monitor
03,LARCENY,166,154,-12,-7.23,Decreasing,909,805,-104,-11.44,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-9.090909090909092,Improving,4.209999999999999,26.3,Monitor
04,ASSAULT,67,61,-6,-8.96,Decreasing,1290,1110,-180,-13.95,2025-11-07,2025-12-04,2025-12-05,2026-01-01,20.0,Worsening,4.989999999999998,26.0,Monitor
05,ASSAULT,83,82,-1,-1.2,Decreasing,1290,1110,-180,-13.95,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-50.0,Improving,12.75,25.7,Monitor
09,LARCENY,78,78,0,0.0,No Change,909,805,-104,-11.44,2025-11-07,2025-12-04,2025-12-05,2026-01-01,0.0,Stable,11.44,25.1,Monitor
10,LARCENY,88,86,-2,-2.27,Decreasing,909,805,-104,-11.44,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-33.333333333333336,Improving,9.17,24.9,Monitor
07,ASSAULT,72,70,-2,-2.78,Decreasing,1290,1110,-180,-13.95,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-28.571428571428573,Improving,11.17,24.5,Monitor
08,DAMAGE TO PROPERTY,84,79,-5,-5.95,Decreasing,756,648,-108,-14.29,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-22.22222222222222,Improving,8.34,24.2,Monitor
08,OBSTRUCTING JUDICIARY,19,16,-3,-15.79,Decreasing,87,90,3,3.45,2025-11-07,2025-12-04,2025-12-05,2026-01-01,100.0,Worsening,-19.24,24.0,Monitor
04,FAMILY OFFENSE,0,4,4,,Increasing,68,49,-19,-27.94,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,,24.0,Monitor
11,HEALTH AND SAFETY,0,4,4,,Increasing,19,15,-4,-21.05,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,,24.0,Monitor
11,FRAUD,44,42,-2,-4.55,Decreasing,571,449,-122,-21.37,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-20.0,Improving,16.82,23.7,Monitor
02,DAMAGE TO PROPERTY,48,48,0,0.0,No Change,756,648,-108,-14.29,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-55.55555555555556,Improving,14.29,23.6,Monitor
06,LARCENY,77,73,-4,-5.19,Decreasing,909,805,-104,-11.44,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-60.0,Improving,6.249999999999999,23.2,Monitor
04,FRAUD,28,28,0,0.0,No Change,571,449,-122,-21.37,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-100.0,Improving,21.37,23.1,Monitor
11,DAMAGE TO PROPERTY,58,55,-3,-5.17,Decreasing,756,648,-108,-14.29,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-37.5,Improving,9.12,22.7,Monitor
10,AGGRAVATED ASSAULT,49,46,-3,-6.12,Decreasing,513,433,-80,-15.59,2025-11-07,2025-12-04,2025-12-05,2026-01-01,0.0,Stable,9.469999999999999,21.9,Monitor
03,AGGRAVATED ASSAULT,34,33,-1,-2.94,Decreasing,513,433,-80,-15.59,2025-11-07,2025-12-04,2025-12-05,2026-01-01,0.0,Stable,12.65,21.3,Monitor
05,SEX OFFENSES,6,5,-1,-16.67,Decreasing,68,30,-38,-55.88,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,39.21,20.6,Monitor
06,BURGLARY,46,43,-3,-6.52,Decreasing,419,368,-51,-12.17,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-50.0,Improving,5.65,20.5,Monitor
02,SOLICITATION,2,2,0,0.0,No Change,9,3,-6,-66.67,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,66.67,20.4,Monitor
10,FAMILY OFFENSE,10,10,0,0.0,No Change,68,49,-19,-27.94,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,27.94,20.3,Monitor
04,OBSTRUCTING THE POLICE,9,7,-2,-22.22,Decreasing,113,110,-3,-2.65,2025-11-07,2025-12-04,2025-12-05,2026-01-01,100.0,Worsening,-19.57,20.3,Monitor
05,BURGLARY,34,33,-1,-2.94,Decreasing,419,368,-51,-12.17,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-100.0,Improving,9.23,20.2,Monitor
09,FAMILY OFFENSE,8,8,0,0.0,No Change,68,49,-19,-27.94,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,27.94,19.3,Monitor
06,RUNAWAY,4,4,0,0.0,No Change,69,43,-26,-37.68,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-100.0,Improving,37.68,19.3,Monitor
12,RUNAWAY,9,8,-1,-11.11,Decreasing,69,43,-26,-37.68,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,26.57,18.9,Monitor
02,DISORDERLY CONDUCT,0,3,3,,Increasing,14,25,11,78.57,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,,18.9,Monitor
05,WEAPONS OFFENSES,14,14,0,0.0,No Change,186,154,-32,-17.2,2025-11-07,2025-12-04,2025-12-05,2026-01-01,0.0,Stable,17.2,18.6,Monitor
02,FORGERY,1,1,0,0.0,No Change,12,6,-6,-50.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,50.0,18.4,Monitor
03,FORGERY,1,1,0,0.0,No Change,12,6,-6,-50.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-100.0,Improving,50.0,18.4,Monitor
03,HOMICIDE,1,1,0,0.0,No Change,10,5,-5,-50.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,50.0,18.4,Monitor
03,LIQUOR,1,1,0,0.0,No Change,7,3,-4,-57.14,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,57.14,18.4,Monitor
08,EXTORTION,1,1,0,0.0,No Change,10,2,-8,-80.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,80.0,18.4,Monitor
08,HOMICIDE,1,1,0,0.0,No Change,10,5,-5,-50.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,50.0,18.4,Monitor
09,EXTORTION,1,1,0,0.0,No Change,10,2,-8,-80.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,80.0,18.4,Monitor
12,HOMICIDE,1,1,0,0.0,No Change,10,5,-5,-50.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,50.0,18.4,Monitor
12,LIQUOR,1,1,0,0.0,No Change,7,3,-4,-57.14,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,57.14,18.4,Monitor
05,FAMILY OFFENSE,5,5,0,0.0,No Change,68,49,-19,-27.94,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,27.94,17.3,Monitor
