period,precinct_norm,selection_type,selection_name,total_incidents,peak_day,peak_day_count,peak_hour,peak_hour_count,peak_shift,peak_shift_count,peak_time_block,peak_time_block_count,period_start,period_end,neighborhood_scope
YTD,ALL,Crime Type,STOLEN VEHICLE,45,Monday,10,23,8,Night Shift (22:00-05:59),27,18:00-23:59,23,2026-01-01,2026-09-14,East Village
YTD,ALL,Crime Type,WEAPONS OFFENSES,7,Friday,2,17,2,Evening Shift (14:00-21:59),4,12:00-17:59,4,2026-01-01,2026-09-14,East Village
YTD,ALL,Category Focus,Gun-Related,7,Friday,2,17,2,Evening Shift (14:00-21:59),4,12:00-17:59,4,2026-01-01,2026-09-14,East Village
YTD,ALL,Category Focus,Property Crime,191,Wednesday,33,23,16,Evening Shift (14:00-21:59),80,18:00-23:59,74,2026-01-01,2026-09-14,East Village
YTD,ALL,Category Focus,Larceny,66,Thursday,12,20,9,Evening Shift (14:00-21:59),35,18:00-23:59,28,2026-01-01,2026-09-14,East Village
YTD,05,All,All,184,Thursday,34,12,13,Evening Shift (14:00-21:59),77,12:00-17:59,62,2026-01-01,2026-09-14,East Village
YTD,05,Crime Type,AGGRAVATED ASSAULT,19,Sunday,6,19,2,Evening Shift (14:00-21:59),10,18:00-23:59,7,2026-01-01,2026-09-14,East Village
YTD,05,Crime Type,ARSON,2,Sunday,1,14,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-01-01,2026-09-14,East Village
YTD,05,Crime Type,ASSAULT,43,Thursday,11,10,7,Day Shift (06:00-13:59),17,06:00-11:59,13,2026-01-01,2026-09-14,East Village
YTD,05,Crime Type,BURGLARY,19,Wednesday,5,14,3,Evening Shift (14:00-21:59),9,12:00-17:59,10,2026-01-01,2026-09-14,East Village
YTD,05,Crime Type,DAMAGE TO PROPERTY,20,Friday,5,1,3,Day Shift (06:00-13:59),8,06:00-11:59,5,2026-01-01,2026-09-14,East Village
YTD,05,Crime Type,FAMILY OFFENSE,1,Wednesday,1,2,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-14,East Village
YTD,05,Crime Type,FRAUD,15,Monday,4,16,4,Evening Shift (14:00-21:59),8,12:00-17:59,9,2026-01-01,2026-09-14,East Village
YTD,05,Crime Type,HEALTH AND SAFETY,2,Thursday,2,16,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-01-01,2026-09-14,East Village
YTD,05,Crime Type,INVASION OF PRIVACY -OTHER,1,Thursday,1,14,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-01-01,2026-09-14,East Village
YTD,05,Crime Type,LARCENY,27,Thursday,7,20,5,Evening Shift (14:00-21:59),15,12:00-17:59,11,2026-01-01,2026-09-14,East Village
YTD,05,Crime Type,OBSTRUCTING JUDICIARY,1,Monday,1,16,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-01-01,2026-09-14,East Village
YTD,05,Crime Type,OBSTRUCTING THE POLICE,3,Sunday,2,15,1,Evening Shift (14:00-21:59),3,12:00-17:59,2,2026-01-01,2026-09-14,East Village
YTD,05,Crime Type,ROBBERY,2,Monday,1,14,1,Evening Shift (14:00-21:59),2,12:00-17:59,2,2026-01-01,2026-09-14,East Village
YTD,05,Crime Type,RUNAWAY,3,Sunday,1,3,1,Night Shift (22:00-05:59),2,00:00-05:59,2,2026-01-01,2026-09-14,East Village
YTD,05,Crime Type,STOLEN PROPERTY,3,Tuesday,3,9,1,Day Shift (06:00-13:59),2,06:00-11:59,2,2026-01-01,2026-09-14,East Village
YTD,05,Crime Type,STOLEN VEHICLE,19,Saturday,4,22,3,Night Shift (22:00-05:59),11,18:00-23:59,7,2026-01-01,2026-09-14,East Village
YTD,05,Crime Type,WEAPONS OFFENSES,4,Wednesday,2,17,1,Evening Shift (14:00-21:59),2,12:00-17:59,2,2026-01-01,2026-09-14,East Village
YTD,05,Category Focus,Gun-Related,4,Wednesday,2,17,1,Evening Shift (14:00-21:59),2,12:00-17:59,2,2026-01-01,2026-09-14,East Village
YTD,05,Category Focus,Property Crime,88,Tuesday,16,12,8,Evening Shift (14:00-21:59),34,12:00-17:59,30,2026-01-01,2026-09-14,East Village
YTD,05,Category Focus,Larceny,27,Thursday,7,20,5,Evening Shift (14:00-21:59),15,12:00-17:59,11,2026-01-01,2026-09-14,East Village
YTD,07,All,All,174,Monday,31,23,17,Evening Shift (14:00-21:59),78,18:00-23:59,72,2026-01-01,2026-09-14,East Village
YTD,07,Crime Type,AGGRAVATED ASSAULT,10,Friday,3,17,2,Evening Shift (14:00-21:59),5,12:00-17:59,4,2026-01-01,2026-09-14,East Village
YTD,07,Crime Type,ARSON,1,Tuesday,1,6,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-01-01,2026-09-14,East Village
YTD,07,Crime Type,ASSAULT,29,Saturday,6,16,4,Evening Shift (14:00-21:59),11,18:00-23:59,10,2026-01-01,2026-09-14,East Village
YTD,07,Crime Type,BURGLARY,14,Wednesday,4,9,2,Day Shift (06:00-13:59),7,12:00-17:59,5,2026-01-01,2026-09-14,East Village
YTD,07,Crime Type,DAMAGE TO PROPERTY,19,Wednesday,5,18,4,Evening Shift (14:00-21:59),12,18:00-23:59,9,2026-01-01,2026-09-14,East Village
YTD,07,Crime Type,DANGEROUS DRUGS,2,Tuesday,1,12,1,Day Shift (06:00-13:59),1,12:00-17:59,2,2026-01-01,2026-09-14,East Village
YTD,07,Crime Type,FAMILY OFFENSE,1,Friday,1,0,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-14,East Village
YTD,07,Crime Type,FRAUD,15,Friday,4,19,3,Evening Shift (14:00-21:59),9,12:00-17:59,7,2026-01-01,2026-09-14,East Village
YTD,07,Crime Type,INVASION OF PRIVACY -OTHER,3,Friday,3,8,1,Day Shift (06:00-13:59),2,12:00-17:59,2,2026-01-01,2026-09-14,East Village
YTD,07,Crime Type,LARCENY,39,Monday,7,19,6,Evening Shift (14:00-21:59),20,18:00-23:59,20,2026-01-01,2026-09-14,East Village
YTD,07,Crime Type,OBSTRUCTING THE POLICE,2,Saturday,2,1,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-14,East Village
YTD,07,Crime Type,ROBBERY,3,Wednesday,2,19,1,Evening Shift (14:00-21:59),3,18:00-23:59,2,2026-01-01,2026-09-14,East Village
YTD,07,Crime Type,RUNAWAY,1,Tuesday,1,4,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-14,East Village
YTD,07,Crime Type,SEX OFFENSES,1,Saturday,1,0,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-14,East Village
YTD,07,Crime Type,STOLEN PROPERTY,5,Tuesday,2,16,2,Evening Shift (14:00-21:59),3,12:00-17:59,2,2026-01-01,2026-09-14,East Village
YTD,07,Crime Type,STOLEN VEHICLE,26,Monday,7,23,6,Night Shift (22:00-05:59),16,18:00-23:59,16,2026-01-01,2026-09-14,East Village
YTD,07,Crime Type,WEAPONS OFFENSES,3,Monday,1,17,1,Evening Shift (14:00-21:59),2,12:00-17:59,2,2026-01-01,2026-09-14,East Village
YTD,07,Category Focus,Gun-Related,3,Monday,1,17,1,Evening Shift (14:00-21:59),2,12:00-17:59,2,2026-01-01,2026-09-14,East Village
YTD,07,Category Focus,Property Crime,103,Monday,19,23,12,Evening Shift (14:00-21:59),46,18:00-23:59,51,2026-01-01,2026-09-14,East Village
YTD,07,Category Focus,Larceny,39,Monday,7,19,6,Evening Shift (14:00-21:59),20,18:00-23:59,20,2026-01-01,2026-09-14,East Village
Recent 14D,ALL,All,All,21,Saturday,4,3,2,Night Shift (22:00-05:59),8,12:00-17:59,8,2026-09-01,2026-09-14,East Village
Recent 14D,ALL,Crime Type,AGGRAVATED ASSAULT,3,Friday,1,7,1,Day Shift (06:00-13:59),2,06:00-11:59,2,2026-09-01,2026-09-14,East Village
Recent 14D,ALL,Crime Type,ASSAULT,3,Monday,1,12,1,Day Shift (06:00-13:59),2,12:00-17:59,2,2026-09-01,2026-09-14,East Village
Recent 14D,ALL,Crime Type,BURGLARY,1,Thursday,1,2,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-09-01,2026-09-14,East Village
Recent 14D,ALL,Crime Type,DAMAGE TO PROPERTY,1,Sunday,1,8,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-09-01,2026-09-14,East Village
Recent 14D,ALL,Crime Type,DANGEROUS DRUGS,1,Tuesday,1,12,1,Day Shift (06:00-13:59),1,12:00-17:59,1,2026-09-01,2026-09-14,East Village
Recent 14D,ALL,Crime Type,FAMILY OFFENSE,1,Wednesday,1,2,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-09-01,2026-09-14,East Village
Recent 14D,ALL,Crime Type,FRAUD,3,Friday,3,13,1,Evening Shift (14:00-21:59),2,12:00-17:59,2,2026-09-01,2026-09-14,East Village
Recent 14D,ALL,Crime Type,HEALTH AND SAFETY,1,Thursday,1,16,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-09-01,2026-09-14,East Village
Recent 14D,ALL,Crime Type,LARCENY,2,Monday,1,3,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-09-01,2026-09-14,East Village
Recent 14D,ALL,Crime Type,STOLEN VEHICLE,4,Saturday,3,3,1,Night Shift (22:00-05:59),4,00:00-05:59,2,2026-09-01,2026-09-14,East Village
Recent 14D,ALL,Crime Type,WEAPONS OFFENSES,1,Monday,1,17,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-09-01,2026-09-14,East Village
Recent 14D,ALL,Category Focus,Gun-Related,1,Monday,1,17,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-09-01,2026-09-14,East Village
Recent 14D,ALL,Category Focus,Property Crime,8,Saturday,3,3,2,Night Shift (22:00-05:59),6,00:00-05:59,4,2026-09-01,2026-09-14,East Village
Recent 14D,ALL,Category Focus,Larceny,2,Monday,1,3,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-09-01,2026-09-14,East Village
Recent 14D,05,All,All,11,Saturday,3,2,2,Night Shift (22:00-05:59),6,00:00-05:59,4,2026-09-01,2026-09-14,East Village
Recent 14D,05,Crime Type,AGGRAVATED ASSAULT,1,Sunday,1,8,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-09-01,2026-09-14,East Village
Recent 14D,05,Crime Type,ASSAULT,2,Monday,1,12,1,Day Shift (06:00-13:59),1,12:00-17:59,1,2026-09-01,2026-09-14,East Village
Recent 14D,05,Crime Type,BURGLARY,1,Thursday,1,2,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-09-01,2026-09-14,East Village
Recent 14D,05,Crime Type,DAMAGE TO PROPERTY,1,Sunday,1,8,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-09-01,2026-09-14,East Village
Recent 14D,05,Crime Type,FAMILY OFFENSE,1,Wednesday,1,2,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-09-01,2026-09-14,East Village
Recent 14D,05,Crime Type,HEALTH AND SAFETY,1,Thursday,1,16,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-09-01,2026-09-14,East Village
Recent 14D,05,Crime Type,LARCENY,1,Tuesday,1,7,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-09-01,2026-09-14,East Village
Recent 14D,05,Crime Type,STOLEN VEHICLE,3,Saturday,3,3,1,Night Shift (22:00-05:59),3,18:00-23:59,2,2026-09-01,2026-09-14,East Village
Recent 14D,05,Category Focus,Property Crime,6,Saturday,3,3,1,Night Shift (22:00-05:59),4,00:00-05:59,2,2026-09-01,2026-09-14,East Village
Recent 14D,05,Category Focus,Larceny,1,Tuesday,1,7,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-09-01,2026-09-14,East Village
Recent 14D,07,All,All,10,Friday,4,13,2,Day Shift (06:00-13:59),4,12:00-17:59,6,2026-09-01,2026-09-14,East Village
Recent 14D,07,Crime Type,AGGRAVATED ASSAULT,2,Friday,1,7,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-09-01,2026-09-14,East Village
Recent 14D,07,Crime Type,ASSAULT,1,Saturday,1,13,1,Day Shift (06:00-13:59),1,12:00-17:59,1,2026-09-01,2026-09-14,East Village
Recent 14D,07,Crime Type,DANGEROUS DRUGS,1,Tuesday,1,12,1,Day Shift (06:00-13:59),1,12:00-17:59,1,2026-09-01,2026-09-14,East Village
Recent 14D,07,Crime Type,FRAUD,3,Friday,3,13,1,Evening Shift (14:00-21:59),2,12:00-17:59,2,2026-09-01,2026-09-14,East Village
Recent 14D,07,Crime Type,LARCENY,1,Monday,1,3,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-09-01,2026-09-14,East Village
Recent 14D,07,Crime Type,STOLEN VEHICLE,1,Monday,1,1,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-09-01,2026-09-14,East Village
Recent 14D,07,Crime Type,WEAPONS OFFENSES,1,Monday,1,17,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-09-01,2026-09-14,East Village
Recent 14D,07,Category Focus,Gun-Related,1,Monday,1,17,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-09-01,2026-09-14,East Village
Recent 14D,07,Category Focus,Property Crime,2,Monday,2,3,1,Night Shift (22:00-05:59),2,00:00-05:59,2,2026-09-01,2026-09-14,East Village
Recent 14D,07,Category Focus,Larceny,1,Monday,1,3,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-09-01,2026-09-14,East Village
YTD,ALL,All,All,136,Saturday,34,23,11,Evening Shift (14:00-21:59),52,12:00-17:59,42,2026-01-01,2026-09-07,Eastern Market
YTD,ALL,Crime Type,AGGRAVATED ASSAULT,9,Saturday,3,20,3,Evening Shift (14:00-21:59),7,18:00-23:59,5,2026-01-01,2026-09-07,Eastern Market
YTD,ALL,Crime Type,ASSAULT,16,Saturday,5,5,3,Night Shift (22:00-05:59),8,00:00-05:59,6,2026-01-01,2026-09-07,Eastern Market
YTD,ALL,Crime Type,BURGLARY,2,Wednesday,1,16,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-01-01,2026-09-07,Eastern Market
YTD,ALL,Crime Type,DAMAGE TO PROPERTY,20,Saturday,9,9,3,Day Shift (06:00-13:59),8,12:00-17:59,8,2026-01-01,2026-09-07,Eastern Market
YTD,ALL,Crime Type,DISORDERLY CONDUCT,1,Tuesday,1,10,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-01-01,2026-09-07,Eastern Market
YTD,ALL,Crime Type,FAMILY OFFENSE,1,Thursday,1,12,1,Day Shift (06:00-13:59),1,12:00-17:59,1,2026-01-01,2026-09-07,Eastern Market
YTD,ALL,Crime Type,FORGERY,2,Monday,2,8,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-01-01,2026-09-07,Eastern Market
YTD,ALL,Crime Type,FRAUD,12,Saturday,3,10,2,Day Shift (06:00-13:59),5,06:00-11:59,4,2026-01-01,2026-09-07,Eastern Market
YTD,ALL,Crime Type,HEALTH AND SAFETY,1,Wednesday,1,8,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-01-01,2026-09-07,Eastern Market
YTD,ALL,Crime Type,HOMICIDE,1,Wednesday,1,20,1,Evening Shift (14:00-21:59),1,18:00-23:59,1,2026-01-01,2026-09-07,Eastern Market
YTD,ALL,Crime Type,KIDNAPPING,1,Friday,1,18,1,Evening Shift (14:00-21:59),1,18:00-23:59,1,2026-01-01,2026-09-07,Eastern Market
YTD,ALL,Crime Type,LARCENY,46,Sunday,15,1,5,Evening Shift (14:00-21:59),18,18:00-23:59,15,2026-01-01,2026-09-07,Eastern Market
YTD,ALL,Crime Type,MISCELLANEOUS,1,Monday,1,2,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-07,Eastern Market
YTD,ALL,Crime Type,OBSTRUCTING THE POLICE,2,Sunday,2,17,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-01-01,2026-09-07,Eastern Market
YTD,ALL,Crime Type,OUIL,2,Monday,2,11,2,Day Shift (06:00-13:59),2,06:00-11:59,2,2026-01-01,2026-09-07,Eastern Market
YTD,ALL,Crime Type,SEX OFFENSES,1,Sunday,1,1,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-07,Eastern Market
YTD,ALL,Crime Type,STOLEN PROPERTY,2,Monday,1,10,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-01-01,2026-09-07,Eastern Market
YTD,ALL,Crime Type,STOLEN VEHICLE,12,Saturday,4,17,3,Evening Shift (14:00-21:59),7,18:00-23:59,5,2026-01-01,2026-09-07,Eastern Market
YTD,ALL,Crime Type,WEAPONS OFFENSES,4,Saturday,2,23,3,Night Shift (22:00-05:59),4,18:00-23:59,4,2026-01-01,2026-09-07,Eastern Market
YTD,ALL,Category Focus,Gun-Related,4,Saturday,2,23,3,Night Shift (22:00-05:59),4,18:00-23:59,4,2026-01-01,2026-09-07,Eastern Market
YTD,ALL,Category Focus,Property Crime,82,Saturday,21,16,8,Evening Shift (14:00-21:59),33,12:00-17:59,29,2026-01-01,2026-09-07,Eastern Market
YTD,ALL,Category Focus,Larceny,46,Sunday,15,1,5,Evening Shift (14:00-21:59),18,18:00-23:59,15,2026-01-01,2026-09-07,Eastern Market
YTD,03,All,All,2,Saturday,1,20,1,Evening Shift (14:00-21:59),1,18:00-23:59,2,2026-01-01,2026-09-07,Eastern Market
YTD,03,Crime Type,LARCENY,2,Saturday,1,20,1,Evening Shift (14:00-21:59),1,18:00-23:59,2,2026-01-01,2026-09-07,Eastern Market
YTD,03,Category Focus,Property Crime,2,Saturday,1,20,1,Evening Shift (14:00-21:59),1,18:00-23:59,2,2026-01-01,2026-09-07,Eastern Market
YTD,03,Category Focus,Larceny,2,Saturday,1,20,1,Evening Shift (14:00-21:59),1,18:00-23:59,2,2026-01-01,2026-09-07,Eastern Market
YTD,05,All,All,1,Sunday,1,2,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-07,Eastern Market
YTD,05,Crime Type,LARCENY,1,Sunday,1,2,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-07,Eastern Market
YTD,05,Category Focus,Property Crime,1,Sunday,1,2,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-07,Eastern Market
YTD,05,Category Focus,Larceny,1,Sunday,1,2,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-07,Eastern Market
YTD,07,All,All,133,Saturday,33,23,11,Evening Shift (14:00-21:59),51,12:00-17:59,42,2026-01-01,2026-09-07,Eastern Market
YTD,07,Crime Type,AGGRAVATED ASSAULT,9,Saturday,3,20,3,Evening Shift (14:00-21:59),7,18:00-23:59,5,2026-01-01,2026-09-07,Eastern Market
YTD,07,Crime Type,ASSAULT,16,Saturday,5,5,3,Night Shift (22:00-05:59),8,00:00-05:59,6,2026-01-01,2026-09-07,Eastern Market
YTD,07,Crime Type,BURGLARY,2,Wednesday,1,16,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-01-01,2026-09-07,Eastern Market
YTD,07,Crime Type,DAMAGE TO PROPERTY,20,Saturday,9,9,3,Day Shift (06:00-13:59),8,12:00-17:59,8,2026-01-01,2026-09-07,Eastern Market
YTD,07,Crime Type,DISORDERLY CONDUCT,1,Tuesday,1,10,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-01-01,2026-09-07,Eastern Market
YTD,07,Crime Type,FAMILY OFFENSE,1,Thursday,1,12,1,Day Shift (06:00-13:59),1,12:00-17:59,1,2026-01-01,2026-09-07,Eastern Market
YTD,07,Crime Type,FORGERY,2,Monday,2,8,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-01-01,2026-09-07,Eastern Market
YTD,07,Crime Type,FRAUD,12,Saturday,3,10,2,Day Shift (06:00-13:59),5,06:00-11:59,4,2026-01-01,2026-09-07,Eastern Market
YTD,07,Crime Type,HEALTH AND SAFETY,1,Wednesday,1,8,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-01-01,2026-09-07,Eastern Market
YTD,07,Crime Type,HOMICIDE,1,Wednesday,1,20,1,Evening Shift (14:00-21:59),1,18:00-23:59,1,2026-01-01,2026-09-07,Eastern Market
YTD,07,Crime Type,KIDNAPPING,1,Friday,1,18,1,Evening Shift (14:00-21:59),1,18:00-23:59,1,2026-01-01,2026-09-07,Eastern Market
YTD,07,Crime Type,LARCENY,43,Sunday,13,1,5,Evening Shift (14:00-21:59),17,12:00-17:59,15,2026-01-01,2026-09-07,Eastern Market
YTD,07,Crime Type,MISCELLANEOUS,1,Monday,1,2,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-07,Eastern Market
YTD,07,Crime Type,OBSTRUCTING THE POLICE,2,Sunday,2,17,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-01-01,2026-09-07,Eastern Market
YTD,07,Crime Type,OUIL,2,Monday,2,11,2,Day Shift (06:00-13:59),2,06:00-11:59,2,2026-01-01,2026-09-07,Eastern Market
YTD,07,Crime Type,SEX OFFENSES,1,Sunday,1,1,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-07,Eastern Market
YTD,07,Crime Type,STOLEN PROPERTY,2,Monday,1,10,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-01-01,2026-09-07,Eastern Market
YTD,07,Crime Type,STOLEN VEHICLE,12,Saturday,4,17,3,Evening Shift (14:00-21:59),7,18:00-23:59,5,2026-01-01,2026-09-07,Eastern Market
YTD,07,Crime Type,WEAPONS OFFENSES,4,Saturday,2,23,3,Night Shift (22:00-05:59),4,18:00-23:59,4,2026-01-01,2026-09-07,Eastern Market
YTD,07,Category Focus,Gun-Related,4,Saturday,2,23,3,Night Shift (22:00-05:59),4,18:00-23:59,4,2026-01-01,2026-09-07,Eastern Market
YTD,07,Category Focus,Property Crime,79,Saturday,20,16,8,Evening Shift (14:00-21:59),32,12:00-17:59,29,2026-01-01,2026-09-07,Eastern Market
YTD,07,Category Focus,Larceny,43,Sunday,13,1,5,Evening Shift (14:00-21:59),17,12:00-17:59,15,2026-01-01,2026-09-07,Eastern Market
Recent 14D,ALL,All,All,11,Sunday,4,22,2,Night Shift (22:00-05:59),7,18:00-23:59,4,2026-08-25,2026-09-07,Eastern Market
Recent 14D,ALL,Crime Type,ASSAULT,1,Saturday,1,10,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-08-25,2026-09-07,Eastern Market
Recent 14D,ALL,Crime Type,DAMAGE TO PROPERTY,5,Saturday,3,22,1,Night Shift (22:00-05:59),2,18:00-23:59,2,2026-08-25,2026-09-07,Eastern Market
Recent 14D,ALL,Crime Type,LARCENY,5,Sunday,3,1,2,Night Shift (22:00-05:59),5,00:00-05:59,3,2026-08-25,2026-09-07,Eastern Market
Recent 14D,ALL,Category Focus,Property Crime,10,Sunday,4,22,2,Night Shift (22:00-05:59),7,18:00-23:59,4,2026-08-25,2026-09-07,Eastern Market
Recent 14D,ALL,Category Focus,Larceny,5,Sunday,3,1,2,Night Shift (22:00-05:59),5,00:00-05:59,3,2026-08-25,2026-09-07,Eastern Market
Recent 14D,05,All,All,1,Sunday,1,2,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-08-25,2026-09-07,Eastern Market
Recent 14D,05,Crime Type,LARCENY,1,Sunday,1,2,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-08-25,2026-09-07,Eastern Market
Recent 14D,05,Category Focus,Property Crime,1,Sunday,1,2,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-08-25,2026-09-07,Eastern Market
Recent 14D,05,Category Focus,Larceny,1,Sunday,1,2,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-08-25,2026-09-07,Eastern Market
Recent 14D,07,All,All,10,Saturday,4,22,2,Night Shift (22:00-05:59),6,18:00-23:59,4,2026-08-25,2026-09-07,Eastern Market
Recent 14D,07,Crime Type,ASSAULT,1,Saturday,1,10,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-08-25,2026-09-07,Eastern Market
Recent 14D,07,Crime Type,DAMAGE TO PROPERTY,5,Saturday,3,22,1,Night Shift (22:00-05:59),2,18:00-23:59,2,2026-08-25,2026-09-07,Eastern Market
Recent 14D,07,Crime Type,LARCENY,4,Monday,2,1,2,Night Shift (22:00-05:59),4,18:00-23:59,2,2026-08-25,2026-09-07,Eastern Market
Recent 14D,07,Category Focus,Property Crime,9,Monday,3,22,2,Night Shift (22:00-05:59),6,18:00-23:59,4,2026-08-25,2026-09-07,Eastern Market
Recent 14D,07,Category Focus,Larceny,4,Monday,2,1,2,Night Shift (22:00-05:59),4,18:00-23:59,2,2026-08-25,2026-09-07,Eastern Market
YTD,ALL,All,All,301,Thursday,58,22,26,Evening Shift (14:00-21:59),122,18:00-23:59,112,2026-01-01,2026-09-14,Eden Gardens
YTD,ALL,Crime Type,AGGRAVATED ASSAULT,38,Sunday,12,22,5,Night Shift (22:00-05:59),18,18:00-23:59,13,2026-01-01,2026-09-14,Eden Gardens
YTD,ALL,Crime Type,ARSON,2,Thursday,1,5,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-14,Eden Gardens
YTD,ALL,Crime Type,ASSAULT,63,Friday,14,17,7,Evening Shift (14:00-21:59),30,18:00-23:59,24,2026-01-01,2026-09-14,Eden Gardens
YTD,ALL,Crime Type,BURGLARY,18,Sunday,5,12,3,Day Shift (06:00-13:59),8,12:00-17:59,8,2026-01-01,2026-09-14,Eden Gardens
YTD,ALL,Crime Type,DAMAGE TO PROPERTY,41,Thursday,8,0,6,Night Shift (22:00-05:59),18,00:00-05:59,13,2026-01-01,2026-09-14,Eden Gardens
YTD,ALL,Crime Type,DANGEROUS DRUGS,2,Wednesday,1,16,1,Evening Shift (14:00-21:59),2,12:00-17:59,2,2026-01-01,2026-09-14,Eden Gardens
YTD,ALL,Crime Type,DISORDERLY CONDUCT,1,Friday,1,20,1,Evening Shift (14:00-21:59),1,18:00-23:59,1,2026-01-01,2026-09-14,Eden Gardens
YTD,ALL,Crime Type,FAMILY OFFENSE,2,Friday,1,22,1,Night Shift (22:00-05:59),1,18:00-23:59,1,2026-01-01,2026-09-14,Eden Gardens
YTD,ALL,Crime Type,FRAUD,13,Saturday,3,9,4,Day Shift (06:00-13:59),6,06:00-11:59,6,2026-01-01,2026-09-14,Eden Gardens
YTD,ALL,Crime Type,HOMICIDE,2,Friday,1,22,1,Night Shift (22:00-05:59),1,18:00-23:59,2,2026-01-01,2026-09-14,Eden Gardens
YTD,ALL,Crime Type,LARCENY,28,Thursday,6,15,4,Evening Shift (14:00-21:59),13,12:00-17:59,11,2026-01-01,2026-09-14,Eden Gardens
YTD,ALL,Crime Type,OBSTRUCTING JUDICIARY,2,Monday,1,14,2,Evening Shift (14:00-21:59),2,12:00-17:59,2,2026-01-01,2026-09-14,Eden Gardens
YTD,ALL,Crime Type,OBSTRUCTING THE POLICE,6,Thursday,4,23,2,Night Shift (22:00-05:59),4,18:00-23:59,2,2026-01-01,2026-09-14,Eden Gardens
YTD,ALL,Crime Type,OUIL,10,Thursday,8,20,4,Evening Shift (14:00-21:59),6,18:00-23:59,10,2026-01-01,2026-09-14,Eden Gardens
YTD,ALL,Crime Type,ROBBERY,7,Thursday,2,22,2,Night Shift (22:00-05:59),5,18:00-23:59,3,2026-01-01,2026-09-14,Eden Gardens
YTD,ALL,Crime Type,RUNAWAY,6,Sunday,3,20,2,Evening Shift (14:00-21:59),5,18:00-23:59,4,2026-01-01,2026-09-14,Eden Gardens
