period,precinct_norm,selection_type,selection_name,total_incidents,peak_day,peak_day_count,peak_hour,peak_hour_count,peak_shift,peak_shift_count,peak_time_block,peak_time_block_count,period_start,period_end,neighborhood_scope
YTD,ALL,Crime Type,BURGLARY,33,Sunday,7,9,3,Day Shift (06:00-13:59),15,12:00-17:59,12,2026-01-01,2026-09-14,Mapleridge
YTD,ALL,Crime Type,DAMAGE TO PROPERTY,75,Saturday,14,15,6,Night Shift (22:00-05:59),28,12:00-17:59,26,2026-01-01,2026-09-14,Mapleridge
YTD,ALL,Crime Type,DANGEROUS DRUGS,25,Thursday,6,15,5,Evening Shift (14:00-21:59),14,12:00-17:59,14,2026-01-01,2026-09-14,Mapleridge
YTD,ALL,Crime Type,FAMILY OFFENSE,7,Thursday,3,20,2,Evening Shift (14:00-21:59),5,18:00-23:59,4,2026-01-01,2026-09-14,Mapleridge
YTD,ALL,Crime Type,FRAUD,40,Monday,9,16,6,Evening Shift (14:00-21:59),18,12:00-17:59,21,2026-01-01,2026-09-14,Mapleridge
YTD,ALL,Crime Type,HEALTH AND SAFETY,4,Thursday,4,16,3,Evening Shift (14:00-21:59),4,12:00-17:59,4,2026-01-01,2026-09-14,Mapleridge
YTD,ALL,Crime Type,HOMICIDE,2,Saturday,1,3,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-14,Mapleridge
YTD,ALL,Crime Type,KIDNAPPING,2,Friday,2,12,1,Day Shift (06:00-13:59),2,12:00-17:59,1,2026-01-01,2026-09-14,Mapleridge
YTD,ALL,Crime Type,LARCENY,71,Tuesday,16,22,7,Evening Shift (14:00-21:59),26,18:00-23:59,23,2026-01-01,2026-09-14,Mapleridge
YTD,ALL,Crime Type,MISCELLANEOUS,2,Saturday,1,0,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-14,Mapleridge
YTD,ALL,Crime Type,OBSTRUCTING JUDICIARY,10,Friday,3,10,1,Day Shift (06:00-13:59),4,06:00-11:59,4,2026-01-01,2026-09-14,Mapleridge
YTD,ALL,Crime Type,OBSTRUCTING THE POLICE,29,Thursday,8,1,3,Night Shift (22:00-05:59),11,18:00-23:59,8,2026-01-01,2026-09-14,Mapleridge
YTD,ALL,Crime Type,OUIL,6,Tuesday,2,9,2,Day Shift (06:00-13:59),4,06:00-11:59,4,2026-01-01,2026-09-14,Mapleridge
YTD,ALL,Crime Type,ROBBERY,8,Friday,3,12,2,Evening Shift (14:00-21:59),4,18:00-23:59,5,2026-01-01,2026-09-14,Mapleridge
YTD,ALL,Crime Type,RUNAWAY,6,Wednesday,2,21,2,Evening Shift (14:00-21:59),3,18:00-23:59,3,2026-01-01,2026-09-14,Mapleridge
YTD,ALL,Crime Type,SEX OFFENSES,77,Friday,54,21,14,Evening Shift (14:00-21:59),46,18:00-23:59,62,2026-01-01,2026-09-14,Mapleridge
YTD,ALL,Crime Type,SEXUAL ASSAULT,5,Sunday,2,20,2,Night Shift (22:00-05:59),3,18:00-23:59,3,2026-01-01,2026-09-14,Mapleridge
YTD,ALL,Crime Type,SOLICITATION,1,Monday,1,8,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-01-01,2026-09-14,Mapleridge
YTD,ALL,Crime Type,STOLEN PROPERTY,29,Tuesday,9,15,3,Evening Shift (14:00-21:59),16,12:00-17:59,11,2026-01-01,2026-09-14,Mapleridge
YTD,ALL,Crime Type,STOLEN VEHICLE,39,Saturday,10,19,4,Evening Shift (14:00-21:59),19,18:00-23:59,17,2026-01-01,2026-09-14,Mapleridge
YTD,ALL,Crime Type,WEAPONS OFFENSES,62,Thursday,13,0,9,Night Shift (22:00-05:59),31,18:00-23:59,27,2026-01-01,2026-09-14,Mapleridge
YTD,ALL,Category Focus,Gun-Related,62,Thursday,13,0,9,Night Shift (22:00-05:59),31,18:00-23:59,27,2026-01-01,2026-09-14,Mapleridge
YTD,ALL,Category Focus,Property Crime,247,Saturday,47,22,20,Evening Shift (14:00-21:59),98,12:00-17:59,80,2026-01-01,2026-09-14,Mapleridge
YTD,ALL,Category Focus,Larceny,71,Tuesday,16,22,7,Evening Shift (14:00-21:59),26,18:00-23:59,23,2026-01-01,2026-09-14,Mapleridge
YTD,09,All,All,716,Friday,140,22,62,Evening Shift (14:00-21:59),290,18:00-23:59,248,2026-01-01,2026-09-14,Mapleridge
YTD,09,Crime Type,AGGRAVATED ASSAULT,70,Saturday,20,2,6,Evening Shift (14:00-21:59),27,12:00-17:59,19,2026-01-01,2026-09-14,Mapleridge
YTD,09,Crime Type,ARSON,5,Friday,2,7,1,Night Shift (22:00-05:59),3,00:00-05:59,2,2026-01-01,2026-09-14,Mapleridge
YTD,09,Crime Type,ASSAULT,108,Sunday,20,13,11,Day Shift (06:00-13:59),39,12:00-17:59,33,2026-01-01,2026-09-14,Mapleridge
YTD,09,Crime Type,BURGLARY,33,Sunday,7,9,3,Day Shift (06:00-13:59),15,12:00-17:59,12,2026-01-01,2026-09-14,Mapleridge
YTD,09,Crime Type,DAMAGE TO PROPERTY,75,Saturday,14,15,6,Night Shift (22:00-05:59),28,12:00-17:59,26,2026-01-01,2026-09-14,Mapleridge
YTD,09,Crime Type,DANGEROUS DRUGS,25,Thursday,6,15,5,Evening Shift (14:00-21:59),14,12:00-17:59,14,2026-01-01,2026-09-14,Mapleridge
YTD,09,Crime Type,FAMILY OFFENSE,7,Thursday,3,20,2,Evening Shift (14:00-21:59),5,18:00-23:59,4,2026-01-01,2026-09-14,Mapleridge
YTD,09,Crime Type,FRAUD,40,Monday,9,16,6,Evening Shift (14:00-21:59),18,12:00-17:59,21,2026-01-01,2026-09-14,Mapleridge
YTD,09,Crime Type,HEALTH AND SAFETY,4,Thursday,4,16,3,Evening Shift (14:00-21:59),4,12:00-17:59,4,2026-01-01,2026-09-14,Mapleridge
YTD,09,Crime Type,HOMICIDE,2,Saturday,1,3,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-14,Mapleridge
YTD,09,Crime Type,KIDNAPPING,2,Friday,2,12,1,Day Shift (06:00-13:59),2,12:00-17:59,1,2026-01-01,2026-09-14,Mapleridge
YTD,09,Crime Type,LARCENY,71,Tuesday,16,22,7,Evening Shift (14:00-21:59),26,18:00-23:59,23,2026-01-01,2026-09-14,Mapleridge
YTD,09,Crime Type,MISCELLANEOUS,2,Saturday,1,0,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-14,Mapleridge
YTD,09,Crime Type,OBSTRUCTING JUDICIARY,10,Friday,3,10,1,Day Shift (06:00-13:59),4,06:00-11:59,4,2026-01-01,2026-09-14,Mapleridge
YTD,09,Crime Type,OBSTRUCTING THE POLICE,29,Thursday,8,1,3,Night Shift (22:00-05:59),11,18:00-23:59,8,2026-01-01,2026-09-14,Mapleridge
YTD,09,Crime Type,OUIL,6,Tuesday,2,9,2,Day Shift (06:00-13:59),4,06:00-11:59,4,2026-01-01,2026-09-14,Mapleridge
YTD,09,Crime Type,ROBBERY,8,Friday,3,12,2,Evening Shift (14:00-21:59),4,18:00-23:59,5,2026-01-01,2026-09-14,Mapleridge
YTD,09,Crime Type,RUNAWAY,6,Wednesday,2,21,2,Evening Shift (14:00-21:59),3,18:00-23:59,3,2026-01-01,2026-09-14,Mapleridge
YTD,09,Crime Type,SEX OFFENSES,77,Friday,54,21,14,Evening Shift (14:00-21:59),46,18:00-23:59,62,2026-01-01,2026-09-14,Mapleridge
YTD,09,Crime Type,SEXUAL ASSAULT,5,Sunday,2,20,2,Night Shift (22:00-05:59),3,18:00-23:59,3,2026-01-01,2026-09-14,Mapleridge
YTD,09,Crime Type,SOLICITATION,1,Monday,1,8,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-01-01,2026-09-14,Mapleridge
YTD,09,Crime Type,STOLEN PROPERTY,29,Tuesday,9,15,3,Evening Shift (14:00-21:59),16,12:00-17:59,11,2026-01-01,2026-09-14,Mapleridge
YTD,09,Crime Type,STOLEN VEHICLE,39,Saturday,10,19,4,Evening Shift (14:00-21:59),19,18:00-23:59,17,2026-01-01,2026-09-14,Mapleridge
YTD,09,Crime Type,WEAPONS OFFENSES,62,Thursday,13,0,9,Night Shift (22:00-05:59),31,18:00-23:59,27,2026-01-01,2026-09-14,Mapleridge
YTD,09,Category Focus,Gun-Related,62,Thursday,13,0,9,Night Shift (22:00-05:59),31,18:00-23:59,27,2026-01-01,2026-09-14,Mapleridge
YTD,09,Category Focus,Property Crime,247,Saturday,47,22,20,Evening Shift (14:00-21:59),98,12:00-17:59,80,2026-01-01,2026-09-14,Mapleridge
YTD,09,Category Focus,Larceny,71,Tuesday,16,22,7,Evening Shift (14:00-21:59),26,18:00-23:59,23,2026-01-01,2026-09-14,Mapleridge
Recent 14D,ALL,All,All,22,Monday,6,6,3,Day Shift (06:00-13:59),10,06:00-11:59,9,2026-09-01,2026-09-14,Mapleridge
Recent 14D,ALL,Crime Type,AGGRAVATED ASSAULT,1,Monday,1,8,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-09-01,2026-09-14,Mapleridge
Recent 14D,ALL,Crime Type,ASSAULT,5,Wednesday,2,6,2,Day Shift (06:00-13:59),4,06:00-11:59,3,2026-09-01,2026-09-14,Mapleridge
Recent 14D,ALL,Crime Type,BURGLARY,3,Monday,1,2,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-09-01,2026-09-14,Mapleridge
Recent 14D,ALL,Crime Type,DAMAGE TO PROPERTY,2,Monday,1,2,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-09-01,2026-09-14,Mapleridge
Recent 14D,ALL,Crime Type,FRAUD,2,Saturday,1,0,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-09-01,2026-09-14,Mapleridge
Recent 14D,ALL,Crime Type,LARCENY,1,Monday,1,6,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-09-01,2026-09-14,Mapleridge
Recent 14D,ALL,Crime Type,OBSTRUCTING JUDICIARY,1,Wednesday,1,10,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-09-01,2026-09-14,Mapleridge
Recent 14D,ALL,Crime Type,OBSTRUCTING THE POLICE,2,Monday,1,23,1,Night Shift (22:00-05:59),1,18:00-23:59,1,2026-09-01,2026-09-14,Mapleridge
Recent 14D,ALL,Crime Type,STOLEN PROPERTY,1,Saturday,1,1,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-09-01,2026-09-14,Mapleridge
Recent 14D,ALL,Crime Type,STOLEN VEHICLE,1,Tuesday,1,5,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-09-01,2026-09-14,Mapleridge
Recent 14D,ALL,Crime Type,WEAPONS OFFENSES,3,Thursday,1,0,1,Night Shift (22:00-05:59),2,00:00-05:59,2,2026-09-01,2026-09-14,Mapleridge
Recent 14D,ALL,Category Focus,Gun-Related,3,Thursday,1,0,1,Night Shift (22:00-05:59),2,00:00-05:59,2,2026-09-01,2026-09-14,Mapleridge
Recent 14D,ALL,Category Focus,Property Crime,8,Monday,3,2,2,Night Shift (22:00-05:59),4,00:00-05:59,4,2026-09-01,2026-09-14,Mapleridge
Recent 14D,ALL,Category Focus,Larceny,1,Monday,1,6,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-09-01,2026-09-14,Mapleridge
Recent 14D,09,All,All,22,Monday,6,6,3,Day Shift (06:00-13:59),10,06:00-11:59,9,2026-09-01,2026-09-14,Mapleridge
Recent 14D,09,Crime Type,AGGRAVATED ASSAULT,1,Monday,1,8,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-09-01,2026-09-14,Mapleridge
Recent 14D,09,Crime Type,ASSAULT,5,Wednesday,2,6,2,Day Shift (06:00-13:59),4,06:00-11:59,3,2026-09-01,2026-09-14,Mapleridge
Recent 14D,09,Crime Type,BURGLARY,3,Monday,1,2,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-09-01,2026-09-14,Mapleridge
Recent 14D,09,Crime Type,DAMAGE TO PROPERTY,2,Monday,1,2,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-09-01,2026-09-14,Mapleridge
Recent 14D,09,Crime Type,FRAUD,2,Saturday,1,0,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-09-01,2026-09-14,Mapleridge
Recent 14D,09,Crime Type,LARCENY,1,Monday,1,6,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-09-01,2026-09-14,Mapleridge
Recent 14D,09,Crime Type,OBSTRUCTING JUDICIARY,1,Wednesday,1,10,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-09-01,2026-09-14,Mapleridge
Recent 14D,09,Crime Type,OBSTRUCTING THE POLICE,2,Monday,1,23,1,Night Shift (22:00-05:59),1,18:00-23:59,1,2026-09-01,2026-09-14,Mapleridge
Recent 14D,09,Crime Type,STOLEN PROPERTY,1,Saturday,1,1,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-09-01,2026-09-14,Mapleridge
Recent 14D,09,Crime Type,STOLEN VEHICLE,1,Tuesday,1,5,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-09-01,2026-09-14,Mapleridge
Recent 14D,09,Crime Type,WEAPONS OFFENSES,3,Thursday,1,0,1,Night Shift (22:00-05:59),2,00:00-05:59,2,2026-09-01,2026-09-14,Mapleridge
Recent 14D,09,Category Focus,Gun-Related,3,Thursday,1,0,1,Night Shift (22:00-05:59),2,00:00-05:59,2,2026-09-01,2026-09-14,Mapleridge
Recent 14D,09,Category Focus,Property Crime,8,Monday,3,2,2,Night Shift (22:00-05:59),4,00:00-05:59,4,2026-09-01,2026-09-14,Mapleridge
Recent 14D,09,Category Focus,Larceny,1,Monday,1,6,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-09-01,2026-09-14,Mapleridge
YTD,ALL,All,All,51,Saturday,15,0,9,Evening Shift (14:00-21:59),25,18:00-23:59,16,2026-01-01,2026-09-13,Marina District
YTD,ALL,Crime Type,AGGRAVATED ASSAULT,4,Saturday,2,0,1,Day Shift (06:00-13:59),2,06:00-11:59,2,2026-01-01,2026-09-13,Marina District
YTD,ALL,Crime Type,ASSAULT,14,Sunday,4,17,4,Evening Shift (14:00-21:59),9,18:00-23:59,6,2026-01-01,2026-09-13,Marina District
YTD,ALL,Crime Type,DAMAGE TO PROPERTY,8,Saturday,3,20,3,Evening Shift (14:00-21:59),5,18:00-23:59,4,2026-01-01,2026-09-13,Marina District
YTD,ALL,Crime Type,FRAUD,6,Tuesday,2,0,3,Night Shift (22:00-05:59),3,00:00-05:59,3,2026-01-01,2026-09-13,Marina District
YTD,ALL,Crime Type,LARCENY,12,Thursday,3,0,2,Evening Shift (14:00-21:59),5,00:00-05:59,4,2026-01-01,2026-09-13,Marina District
YTD,ALL,Crime Type,ROBBERY,1,Wednesday,1,17,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-01-01,2026-09-13,Marina District
YTD,ALL,Crime Type,SEXUAL ASSAULT,2,Monday,1,11,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-01-01,2026-09-13,Marina District
YTD,ALL,Crime Type,STOLEN VEHICLE,4,Sunday,3,22,1,Night Shift (22:00-05:59),2,18:00-23:59,2,2026-01-01,2026-09-13,Marina District
YTD,ALL,Category Focus,Property Crime,24,Saturday,7,20,6,Evening Shift (14:00-21:59),12,18:00-23:59,9,2026-01-01,2026-09-13,Marina District
YTD,ALL,Category Focus,Larceny,12,Thursday,3,0,2,Evening Shift (14:00-21:59),5,00:00-05:59,4,2026-01-01,2026-09-13,Marina District
YTD,05,All,All,51,Saturday,15,0,9,Evening Shift (14:00-21:59),25,18:00-23:59,16,2026-01-01,2026-09-13,Marina District
YTD,05,Crime Type,AGGRAVATED ASSAULT,4,Saturday,2,0,1,Day Shift (06:00-13:59),2,06:00-11:59,2,2026-01-01,2026-09-13,Marina District
YTD,05,Crime Type,ASSAULT,14,Sunday,4,17,4,Evening Shift (14:00-21:59),9,18:00-23:59,6,2026-01-01,2026-09-13,Marina District
YTD,05,Crime Type,DAMAGE TO PROPERTY,8,Saturday,3,20,3,Evening Shift (14:00-21:59),5,18:00-23:59,4,2026-01-01,2026-09-13,Marina District
YTD,05,Crime Type,FRAUD,6,Tuesday,2,0,3,Night Shift (22:00-05:59),3,00:00-05:59,3,2026-01-01,2026-09-13,Marina District
YTD,05,Crime Type,LARCENY,12,Thursday,3,0,2,Evening Shift (14:00-21:59),5,00:00-05:59,4,2026-01-01,2026-09-13,Marina District
YTD,05,Crime Type,ROBBERY,1,Wednesday,1,17,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-01-01,2026-09-13,Marina District
YTD,05,Crime Type,SEXUAL ASSAULT,2,Monday,1,11,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-01-01,2026-09-13,Marina District
YTD,05,Crime Type,STOLEN VEHICLE,4,Sunday,3,22,1,Night Shift (22:00-05:59),2,18:00-23:59,2,2026-01-01,2026-09-13,Marina District
YTD,05,Category Focus,Property Crime,24,Saturday,7,20,6,Evening Shift (14:00-21:59),12,18:00-23:59,9,2026-01-01,2026-09-13,Marina District
YTD,05,Category Focus,Larceny,12,Thursday,3,0,2,Evening Shift (14:00-21:59),5,00:00-05:59,4,2026-01-01,2026-09-13,Marina District
Recent 14D,ALL,All,All,4,Sunday,3,0,2,Night Shift (22:00-05:59),3,00:00-05:59,2,2026-08-31,2026-09-13,Marina District
Recent 14D,ALL,Crime Type,AGGRAVATED ASSAULT,1,Sunday,1,0,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-08-31,2026-09-13,Marina District
Recent 14D,ALL,Crime Type,ASSAULT,2,Monday,1,17,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-08-31,2026-09-13,Marina District
Recent 14D,ALL,Crime Type,STOLEN VEHICLE,1,Sunday,1,22,1,Night Shift (22:00-05:59),1,18:00-23:59,1,2026-08-31,2026-09-13,Marina District
Recent 14D,ALL,Category Focus,Property Crime,1,Sunday,1,22,1,Night Shift (22:00-05:59),1,18:00-23:59,1,2026-08-31,2026-09-13,Marina District
Recent 14D,05,All,All,4,Sunday,3,0,2,Night Shift (22:00-05:59),3,00:00-05:59,2,2026-08-31,2026-09-13,Marina District
Recent 14D,05,Crime Type,AGGRAVATED ASSAULT,1,Sunday,1,0,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-08-31,2026-09-13,Marina District
Recent 14D,05,Crime Type,ASSAULT,2,Monday,1,17,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-08-31,2026-09-13,Marina District
Recent 14D,05,Crime Type,STOLEN VEHICLE,1,Sunday,1,22,1,Night Shift (22:00-05:59),1,18:00-23:59,1,2026-08-31,2026-09-13,Marina District
Recent 14D,05,Category Focus,Property Crime,1,Sunday,1,22,1,Night Shift (22:00-05:59),1,18:00-23:59,1,2026-08-31,2026-09-13,Marina District
YTD,ALL,All,All,213,Friday,36,17,17,Evening Shift (14:00-21:59),86,12:00-17:59,77,2026-01-01,2026-09-14,Martin Park
YTD,ALL,Crime Type,AGGRAVATED ASSAULT,28,Tuesday,7,20,4,Evening Shift (14:00-21:59),13,18:00-23:59,11,2026-01-01,2026-09-14,Martin Park
YTD,ALL,Crime Type,ARSON,3,Saturday,1,0,1,Night Shift (22:00-05:59),2,00:00-05:59,2,2026-01-01,2026-09-14,Martin Park
YTD,ALL,Crime Type,ASSAULT,49,Saturday,11,17,9,Evening Shift (14:00-21:59),24,12:00-17:59,24,2026-01-01,2026-09-14,Martin Park
YTD,ALL,Crime Type,BURGLARY,18,Saturday,5,12,3,Evening Shift (14:00-21:59),8,12:00-17:59,11,2026-01-01,2026-09-14,Martin Park
YTD,ALL,Crime Type,DAMAGE TO PROPERTY,25,Sunday,6,3,4,Night Shift (22:00-05:59),11,00:00-05:59,9,2026-01-01,2026-09-14,Martin Park
YTD,ALL,Crime Type,EXTORTION,1,Monday,1,1,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-14,Martin Park
YTD,ALL,Crime Type,FAMILY OFFENSE,2,Wednesday,1,12,1,Day Shift (06:00-13:59),2,12:00-17:59,1,2026-01-01,2026-09-14,Martin Park
YTD,ALL,Crime Type,FRAUD,13,Thursday,4,0,3,Day Shift (06:00-13:59),7,06:00-11:59,5,2026-01-01,2026-09-14,Martin Park
YTD,ALL,Crime Type,LARCENY,36,Friday,10,0,5,Day Shift (06:00-13:59),14,12:00-17:59,12,2026-01-01,2026-09-14,Martin Park
YTD,ALL,Crime Type,OBSTRUCTING JUDICIARY,1,Sunday,1,10,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-01-01,2026-09-14,Martin Park
YTD,ALL,Crime Type,OBSTRUCTING THE POLICE,4,Thursday,1,22,1,Night Shift (22:00-05:59),3,18:00-23:59,2,2026-01-01,2026-09-14,Martin Park
YTD,ALL,Crime Type,OUIL,2,Thursday,2,12,2,Day Shift (06:00-13:59),2,12:00-17:59,2,2026-01-01,2026-09-14,Martin Park
YTD,ALL,Crime Type,ROBBERY,3,Thursday,1,1,1,Night Shift (22:00-05:59),2,00:00-05:59,2,2026-01-01,2026-09-14,Martin Park
YTD,ALL,Crime Type,RUNAWAY,5,Friday,2,0,1,Night Shift (22:00-05:59),2,00:00-05:59,2,2026-01-01,2026-09-14,Martin Park
YTD,ALL,Crime Type,SEXUAL ASSAULT,1,Sunday,1,2,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-14,Martin Park
YTD,ALL,Crime Type,STOLEN PROPERTY,3,Wednesday,2,14,1,Evening Shift (14:00-21:59),3,12:00-17:59,2,2026-01-01,2026-09-14,Martin Park
YTD,ALL,Crime Type,STOLEN VEHICLE,13,Sunday,4,1,2,Night Shift (22:00-05:59),6,18:00-23:59,5,2026-01-01,2026-09-14,Martin Park
YTD,ALL,Crime Type,WEAPONS OFFENSES,6,Sunday,2,23,2,Night Shift (22:00-05:59),3,18:00-23:59,3,2026-01-01,2026-09-14,Martin Park
YTD,ALL,Category Focus,Gun-Related,6,Sunday,2,23,2,Night Shift (22:00-05:59),3,18:00-23:59,3,2026-01-01,2026-09-14,Martin Park
YTD,ALL,Category Focus,Property Crime,95,Friday,20,0,8,Evening Shift (14:00-21:59),39,12:00-17:59,35,2026-01-01,2026-09-14,Martin Park
YTD,ALL,Category Focus,Larceny,36,Friday,10,0,5,Day Shift (06:00-13:59),14,12:00-17:59,12,2026-01-01,2026-09-14,Martin Park
YTD,12,All,All,213,Friday,36,17,17,Evening Shift (14:00-21:59),86,12:00-17:59,77,2026-01-01,2026-09-14,Martin Park
YTD,12,Crime Type,AGGRAVATED ASSAULT,28,Tuesday,7,20,4,Evening Shift (14:00-21:59),13,18:00-23:59,11,2026-01-01,2026-09-14,Martin Park
YTD,12,Crime Type,ARSON,3,Saturday,1,0,1,Night Shift (22:00-05:59),2,00:00-05:59,2,2026-01-01,2026-09-14,Martin Park
YTD,12,Crime Type,ASSAULT,49,Saturday,11,17,9,Evening Shift (14:00-21:59),24,12:00-17:59,24,2026-01-01,2026-09-14,Martin Park
YTD,12,Crime Type,BURGLARY,18,Saturday,5,12,3,Evening Shift (14:00-21:59),8,12:00-17:59,11,2026-01-01,2026-09-14,Martin Park
YTD,12,Crime Type,DAMAGE TO PROPERTY,25,Sunday,6,3,4,Night Shift (22:00-05:59),11,00:00-05:59,9,2026-01-01,2026-09-14,Martin Park
YTD,12,Crime Type,EXTORTION,1,Monday,1,1,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-14,Martin Park
YTD,12,Crime Type,FAMILY OFFENSE,2,Wednesday,1,12,1,Day Shift (06:00-13:59),2,12:00-17:59,1,2026-01-01,2026-09-14,Martin Park
YTD,12,Crime Type,FRAUD,13,Thursday,4,0,3,Day Shift (06:00-13:59),7,06:00-11:59,5,2026-01-01,2026-09-14,Martin Park
YTD,12,Crime Type,LARCENY,36,Friday,10,0,5,Day Shift (06:00-13:59),14,12:00-17:59,12,2026-01-01,2026-09-14,Martin Park
YTD,12,Crime Type,OBSTRUCTING JUDICIARY,1,Sunday,1,10,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-01-01,2026-09-14,Martin Park
YTD,12,Crime Type,OBSTRUCTING THE POLICE,4,Thursday,1,22,1,Night Shift (22:00-05:59),3,18:00-23:59,2,2026-01-01,2026-09-14,Martin Park
YTD,12,Crime Type,OUIL,2,Thursday,2,12,2,Day Shift (06:00-13:59),2,12:00-17:59,2,2026-01-01,2026-09-14,Martin Park
YTD,12,Crime Type,ROBBERY,3,Thursday,1,1,1,Night Shift (22:00-05:59),2,00:00-05:59,2,2026-01-01,2026-09-14,Martin Park
YTD,12,Crime Type,RUNAWAY,5,Friday,2,0,1,Night Shift (22:00-05:59),2,00:00-05:59,2,2026-01-01,2026-09-14,Martin Park
YTD,12,Crime Type,SEXUAL ASSAULT,1,Sunday,1,2,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-14,Martin Park
YTD,12,Crime Type,STOLEN PROPERTY,3,Wednesday,2,14,1,Evening Shift (14:00-21:59),3,12:00-17:59,2,2026-01-01,2026-09-14,Martin Park
YTD,12,Crime Type,STOLEN VEHICLE,13,Sunday,4,1,2,Night Shift (22:00-05:59),6,18:00-23:59,5,2026-01-01,2026-09-14,Martin Park
YTD,12,Crime Type,WEAPONS OFFENSES,6,Sunday,2,23,2,Night Shift (22:00-05:59),3,18:00-23:59,3,2026-01-01,2026-09-14,Martin Park
YTD,12,Category Focus,Gun-Related,6,Sunday,2,23,2,Night Shift (22:00-05:59),3,18:00-23:59,3,2026-01-01,2026-09-14,Martin Park
YTD,12,Category Focus,Property Crime,95,Friday,20,0,8,Evening Shift (14:00-21:59),39,12:00-17:59,35,2026-01-01,2026-09-14,Martin Park
YTD,12,Category Focus,Larceny,36,Friday,10,0,5,Day Shift (06:00-13:59),14,12:00-17:59,12,2026-01-01,2026-09-14,Martin Park
Recent 14D,ALL,All,All,10,Thursday,4,1,2,Night Shift (22:00-05:59),4,00:00-05:59,4,2026-09-01,2026-09-14,Martin Park
Recent 14D,ALL,Crime Type,ASSAULT,2,Sunday,1,12,1,Day Shift (06:00-13:59),1,12:00-17:59,1,2026-09-01,2026-09-14,Martin Park
Recent 14D,ALL,Crime Type,FRAUD,1,Thursday,1,11,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-09-01,2026-09-14,Martin Park
Recent 14D,ALL,Crime Type,LARCENY,3,Monday,1,17,1,Evening Shift (14:00-21:59),2,12:00-17:59,1,2026-09-01,2026-09-14,Martin Park
Recent 14D,ALL,Crime Type,ROBBERY,1,Thursday,1,1,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-09-01,2026-09-14,Martin Park
Recent 14D,ALL,Crime Type,STOLEN VEHICLE,3,Thursday,1,1,1,Night Shift (22:00-05:59),2,00:00-05:59,2,2026-09-01,2026-09-14,Martin Park
Recent 14D,ALL,Category Focus,Property Crime,6,Thursday,2,17,1,Evening Shift (14:00-21:59),3,00:00-05:59,2,2026-09-01,2026-09-14,Martin Park
Recent 14D,ALL,Category Focus,Larceny,3,Monday,1,17,1,Evening Shift (14:00-21:59),2,12:00-17:59,1,2026-09-01,2026-09-14,Martin Park
Recent 14D,12,All,All,10,Thursday,4,1,2,Night Shift (22:00-05:59),4,00:00-05:59,4,2026-09-01,2026-09-14,Martin Park
Recent 14D,12,Crime Type,ASSAULT,2,Sunday,1,12,1,Day Shift (06:00-13:59),1,12:00-17:59,1,2026-09-01,2026-09-14,Martin Park
